kegg_compound	bigg_id	universal_bigg_id
C18170	3aap_x	3aap
C05581	3mox4hpac_m	3mox4hpac
C16216	3ohodcoa_r	3ohodcoa
C00334	4abut_n	4abut
C01157	4hpro_LT_e	4hpro_LT
C03651	4hpro_LT_e	4hpro_LT
C17938	56iqcrbxlt_c	56iqcrbxlt
C00170	5mta_e	5mta
C00440	5mthf_n	5mthf
C02147	C02147_c	C02147
C02442	C02442_c	C02442
C02470	C02470_e	C02470
C02528	C02528_m	C02528
C02744	C02744_c	C02744
C03405	C03405_g	C03405
C03681	C03681_c	C03681
C04308	C04308_m	C04308
C04805	C04805_c	C04805
C04805	C04805_r	C04805
C04805	C04805_x	C04805
C04849	C04849_m	C04849
C14808	C04849_m	C04849
C05299	C05299_c	C05299
C05299	C05299_r	C05299
C05301	C05301_c	C05301
C05301	C05301_r	C05301
C06315	C06315_c	C06315
C06315	C06315_r	C06315
C06315	C06315_x	C06315
C06350	C06350_c	C06350
C07535	C07535_c	C07535
C07535	C07535_r	C07535
C09209	C09209_c	C09209
C14769	C14769_c	C14769
C14769	C14769_r	C14769
C14770	C14770_c	C14770
C14770	C14770_r	C14770
C14825	C14825_c	C14825
C14825	C14825_r	C14825
C19440	CE0737_c	CE0737
C05964	CE1447_c	CE1447
C15493	CE1617_c	CE1617
C15493	CE1617_r	CE1617
C20635	CE2122_c	CE2122
C13712	CE2211_c	CE2211
C15484	CE2211_c	CE2211
C13712	CE2211_r	CE2211
C15484	CE2211_r	CE2211
C15915	CE2314_r	CE2314
C00268	CE2705_n	CE2705
C02953	CE2705_n	CE2705
C16135	CE2891_c	CE2891
C17335	CE3038_c	CE3038
C19697	CE4633_e	CE4633
C05958	CE4876_m	CE4876
C11361	CE4936_c	CE4936
C15853	CE5586_c	CE5586
C16845	CE5643_c	CE5643
C15868	CE5797_c	CE5797
C01392	CE5853_l	CE5853
C15647	CE5966_m	CE5966
C18177	CE7090_n	CE7090
C19174	CN0016_c	CN0016
C19174	CN0016_r	CN0016
C00940	HC00591_c	HC00591
C01674	HC00822_e	HC00822
C01721	HC00832_c	HC00832
C03410	HC01115_c	HC01115
C04079	HC01231_c	HC01231
C05379	HC01434_c	HC01434
C05379	HC01434_x	HC01434
C05381	HC01435_m	HC01435
C05394	HC01440_e	HC01440
C05922	HC01651_c	HC01651
C00038	HC02172_e	HC02172
C16868	HC02195_e	HC02195
C11301	HC02197_e	HC02197
C04685	HC02202_m	HC02202
C05954	HC02205_c	HC02205
C04686	HC02206_e	HC02206
C06439	HC02213_c	HC02213
C06475	HC02214_c	HC02214
C05956	HC02217_c	HC02217
C00328	Lkynr_m	Lkynr
C00140	acgam_r	acgam
C04936	acngal14acglcgalgluside_cho_g	acngal14acglcgalgluside_cho
C04895	ahdt_e	ahdt
C06197	apppa_c	apppa
C02862	c4crn_m	c4crn
C00438	cbasp_e	cbasp
C00307	cdpchol_r	cdpchol
C04537	chito2pdol_c	chito2pdol
C00695	cholate_r	cholate
C00695	cholate_x	cholate
C00698	cl_x	cl
C01327	cl_x	cl
C00195	crm_cho_c	crm_cho
C00195	crm_cho_r	crm_cho
C02960	crmp_cho_e	crmp_cho
C01678	cysam_e	cysam
C04483	dchac_c	dchac
C04483	dchac_r	dchac
C00286	dgtp_e	dgtp
C01227	dhea_m	dhea
C06127	digalsgalside_cho_e	digalsgalside_cho
C06126	digalside_cho_c	digalside_cho
C16528	docoscoa_m	docoscoa
C00381	dolichol_r	dolichol
C03758	dopa_l	dopa
C18200	epo_g	epo
C00468	estrone_l	estrone
C00016	fad_e	fad
C00504	fol_m	fol
C02514	fumpyr_c	fumpyr
C04910	galacglcgalgluside_cho_g	galacglcgalgluside_cho
C03272	gbside_cho_c	gbside_cho
C06141	gd1b_cho_g	gd1b_cho
C06134	gd2_cho_g	gd2_cho
C01190	gluside_cho_l	gluside_cho
C02155	glyleu_c	glyleu
C06140	gt1b_cho_g	gt1b_cho
C12248	houdic_c	houdic
C00137	inost_g	inost
C19891	inost_g	inost
C11332	leuleu_e	leuleu
C00083	malcoa_n	malcoa
C00005	nadph_l	nadph
C00153	ncam_n	ncam
C03012	npthld_c	npthld
C00007	o2_g	o2
C16218	od2coa_n	od2coa
C00548	pac_m	pac
C07086	pac_m	pac
C15583	pac_m	pac
C05981	pail345p_cho_c	pail345p_cho
C05981	pail345p_cho_r	pail345p_cho
C11557	pail5p_cho_m	pail5p_cho
C01194	pail_cho_c	pail_cho
C01194	pail_cho_r	pail_cho
C00157	pchol_cho_c	pchol_cho
C00157	pchol_cho_r	pchol_cho
C05598	pheacgly_m	pheacgly
C00154	pmtcoa_r	pmtcoa
C00119	prpp_e	prpp
C02737	ps_cho_g	ps_cho
C00134	ptrc_x	ptrc
C00831	ptth_m	ptth
C00018	pydx5p_e	pydx5p
C05335	selmeth_r	selmeth
C00065	ser__L_r	ser__L
C00716	ser__L_r	ser__L
C03640	spc_cho_e	spc_cho
C00315	spmd_x	spmd
C00091	succoa_x	succoa
C01755	tcynt_l	tcynt
C05463	tdechola_c	tdechola
C05463	tdechola_x	tdechola
C00101	thf_n	thf
C02530	xolest_cho_c	xolest_cho
C02530	xolest_cho_r	xolest_cho
C00061	fmn_p	fmn
C00695	cholate_p	cholate
C00586	2dglc_e	2dglc
C14463	3hmop_c	3hmop
C01182	rb15bp_cx	rb15bp
C00011	co2_cx	co2
C00007	o2_cx	o2
C05345	f6p_h	f6p
C00354	fdp_h	fdp
C00031	glc__D_x	glc__D
C00074	pep_x	pep
C04442	2ddg6p_m	2ddg6p
C00417	acon_C_m	acon_C
C00283	h2s_m	h2s
C02631	2ippm_h	2ippm
C00272	thbpt_m	thbpt
C04006	mi3p__D_h	mi3p__D
C04006	mi3p__D_m	mi3p__D
C02331	vaccoa_m	vaccoa
C05198	dad_5_m	dad_5
C05746	3ohexACP_m	3ohexACP
C05748	thex2eACP_m	thex2eACP
C04620	3hoctACP_m	3hoctACP
C05754	tdec2eACP_m	tdec2eACP
C05756	3oddecACP_m	3oddecACP
C05757	3hddecACP_m	3hddecACP
C05758	tddec2eACP_m	tddec2eACP
C04633	3hpalmACP_m	3hpalmACP
C00152	asn__L_h	asn__L
C16438	asn__L_h	asn__L
C00072	ascb__L_m	ascb__L
C20364	ascb__L_m	ascb__L
C00072	ascb__L_h	ascb__L
C20364	ascb__L_h	ascb__L
C01417	cynt_m	cynt
C05198	dad_5_h	dad_5
C05817	2shchc_h	2shchc
C02730	sucbz_h	sucbz
C03160	sbzcoa_x	sbzcoa
C03657	dhna_x	dhna
C01909	dtbt_m	dtbt
C01640	trnagln_h	trnagln
C02282	glntrna_h	glntrna
C06481	sertrna_sec_h	sertrna_sec
C01645	trnaleu_h	trnaleu
C02047	leutrna_h	leutrna
C02988	histrna_h	histrna
C03511	phetrna_h	phetrna
C08579	anxan_h	anxan
C08614	vioxan_h	vioxan
C00002	atp_l	atp
C00055	cmp_r	cmp
C00412	stcoa_r	stcoa
C15915	CE2314_c	CE2314
C08316	doco13ac_e	doco13ac
C03722	quln_e	quln
C01185	nicrnt_e	nicrnt
C01586	bgly_e	bgly
C03672	34hpl_e	34hpl
C02946	4aabutn_e	4aabutn
C01181	4tmeabutn_e	4tmeabutn
C00906	56dthm_e	56dthm
C00624	acglu_e	acglu
C00437	acorn_e	acorn
C00500	biliverd_e	biliverd
C20388	CE1243_e	CE1243
C00439	forglu_e	forglu
C02170	HC00900_e	HC00900
C00449	saccrp__L_e	saccrp__L
C01585	hxa_m	hxa
C05141	estriol_e	estriol
C05300	C05300_e	C05300
C01953	prgnlone_e	prgnlone
C09642	C09642_e	C09642
C02191	ppp9_e	ppp9
C06809	CE1310_e	CE1310
C00515	orn__D_e	orn__D
C03771	5g2oxpt_e	5g2oxpt
C00931	ppbng_e	ppbng
C01137	ametam_e	ametam
C13856	C13856_e	C13856
C00060	Rtotal_r	Rtotal
C00162	Rtotal_r	Rtotal
C02403	Rtotal_r	Rtotal
C00836	sphgn_g	sphgn
C00836	sphgn_n	sphgn
C00588	cholp_n	cholp
C00127	gthox_r	gthox
C05956	HC02217_r	HC02217
C16530	CE5151_m	CE5151
C01832	ddcacoa_r	ddcacoa
C16217	CE2248_m	CE2248
C04874	HC01361_c	HC01361
C00053	paps_r	paps
C01352	fadh2_mm	fadh2
C00012	pepd_w	pepd
C02876	ppap_e	ppap
C01172	g6p_B_e	g6p_B
C00918	cm_c	cm
C00256	lac__D_h	lac__D
C00143	mlthf_h	mlthf
C00546	mthgxl_h	mthgxl
C05809	3ophb_m	3ophb
C00076	ca2_m	ca2
C16238	lipoamp_m	lipoamp
C00118	g3p_x	g3p
C00661	g3p_x	g3p
C00116	glyc_x	glyc
C01236	6pgl_x	6pgl
C00668	g6p_A_x	g6p_A
C00077	orn__L_x	orn__L
C01602	orn__L_x	orn__L
C00014	nh3_e	nh3
C01342	nh3_e	nh3
C00029	udpg_x	udpg
C00127	gthox_x	gthox
C00570	cdpea_m	cdpea
C00508	rbl__L_x	rbl__L
C00655	xmp_x	xmp
C00035	gdp_r	gdp
C00362	dgmp_r	dgmp
C06189	cdpg_e	cdpg
C00192	ham_e	ham
C02780	25dkglcn_p	25dkglcn
C00431	5aptn_e	5aptn
C02376	5mcsn_e	5mcsn
C00436	Ncbmpts_e	Ncbmpts
C00791	creat_p	creat
C01026	dmgly_p	dmgly
C01601	nona_p	nona
C00748	sheme_p	sheme
C00236	13dpg_c	13dpg
C03912	1pyr5c_c	1pyr5c
C04322	1pyr5c_c	1pyr5c
C03401	23dappa_c	23dappa
C06393	23dappa_c	23dappa
C00196	23dhb_c	23dhb
C06007	23dhmp_c	23dhmp
C04575	23doguln_c	23doguln
C04823	25aics_c	25aics
C06006	2ahbut_c	2ahbut
C04691	2dda7p_c	2dda7p
C04442	2ddg6p_c	2ddg6p
C00204	2ddglcn_c	2ddglcn
C02631	2ippm_c	2ippm
C11434	2me4p_c	2me4p
C11453	2mecdp_c	2mecdp
C19975	2oxpaccoa_c	2oxpaccoa
C05817	2shchc_c	2shchc
C00618	3dhguln_c	3dhguln
C02637	3dhsk_c	3dhsk
C12621	3hcinnm_c	3hcinnm
C05757	3hddecACP_c	3hddecACP
C04620	3hoctACP_c	3hoctACP
C04633	3hpalmACP_c	3hpalmACP
C05260	3htdcoa_c	3htdcoa
C03506	3ig3p_c	3ig3p
C00141	3mob_c	3mob
C05756	3oddecACP_c	3oddecACP
C05746	3ohexACP_c	3ohexACP
C05809	3ophb_c	3ophb
C00555	4abutn_c	4abutn
C11355	4adcho_c	4adcho
C00156	4hbz_c	4hbz
C03082	4pasp_c	4pasp
C03393	4per_c	4per
C03492	4ppan_c	4ppan
C04454	5aprbu_c	5aprbu
C15667	5caiz_c	5caiz
C04778	5prdmbz_c	5prdmbz
C20958	LalaLglu_c	LalaLglu
C00612	N1aspmd_c	N1aspmd
C00033	ac_c	ac
C00357	acgam6p_c	acgam6p
C02655	acglc__D_c	acglc__D
C04257	acmanap_c	acmanap
C00417	acon_C_c	acon_C
C02341	acon_T_c	acon_T
C00212	adn_c	adn
C06509	adocbip_c	adocbip
C00194	adocbl_c	adocbl
C00021	ahcys_c	ahcys
C00133	ala__D_c	ala__D
C00993	alaala_c	alaala
C04058	ap5a_c	ap5a
C03194	appl_c	appl
C05771	appl_c	appl
C00152	asn__L_c	asn__L
C16438	asn__L_c	asn__L
C02984	asptrna_c	asptrna
C00002	atp_c	atp
C00576	betald_c	betald
C00076	ca2_c	ca2
C00575	camp_c	camp
C01563	cbm_c	cbm
C20248	cdg_c	cdg
C00112	cdp_c	cdp
C00251	chor_c	chor
C04121	ckdo_c	ckdo
C00175	cobalt2_c	cobalt2
C20239	cph4_c	cph4
C20750	crncoa_c	crncoa
C01417	cynt_c	cynt
C00559	dad_2_c	dad_2
C05198	dad_5_c	dad_5
C00206	dadp_c	dadp
C00360	damp_c	damp
C05275	dc2coa_c	dc2coa
C00705	dcdp_c	dcdp
C00239	dcmp_c	dcmp
C00111	dhap_c	dhap
C12623	dhcinnm_c	dhcinnm
C00415	dhf_c	dhf
C00337	dhor__S_c	dhor__S
C11838	dhptd_c	dhptd
C01344	didp_c	didp
C02463	dscl_c	dscl
C01909	dtbt_c	dtbt
C00688	dtdp4d6dm_c	dtdp4d6dm
C03319	dtdprmn_c	dtdprmn
C00279	e4p_c	e4p
C20374	egmeACP_c	egmeACP
C20378	epmeACP_c	epmeACP
C05345	f6p_c	f6p
C00354	fdp_c	fdp
C03294	fmettrna_c	fmettrna
C01847	fmnh2_c	fmnh2
C00058	for_c	for
C04734	fprica_c	fprica
C00122	fum_c	fum
C03274	g3pg_c	g3pg
C00124	gal_c	gal
C00984	gal_c	gal
C00446	gal1p_c	gal1p
C03384	gal1p_c	gal1p
C00879	galct__D_c	galct__D
C00880	galctn__D_c	galctn__D
C15930	galctn__L_c	galctn__L
C06156	gam1p_c	gam1p
C00352	gam6p_c	gam6p
C00266	gcald_c	gcald
C00325	gdpfuc_c	gdpfuc
C02282	glntrna_c	glntrna
C02987	glutrna_c	glutrna
C00048	glx_c	glx
C00719	glyb_c	glyb
C20375	gmeACP_c	gmeACP
C00044	gtp_c	gtp
C11811	h2mb4p_c	h2mb4p
C00027	h2o2_c	h2o2
C00283	h2s_c	h2s
C00288	hco3_c	hco3
C01353	hco3_c	hco3
C20373	hgmeACP_c	hgmeACP
C02988	histrna_c	histrna
C01024	hmbil_c	hmbil
C00168	hpyr_c	hpyr
C05271	hx2coa_c	hx2coa
C01585	hxa_c	hxa
C03127	iletrna_c	iletrna
C00294	ins_c	ins
C06025	kdo2lipid4_c	kdo2lipid4
C00256	lac__D_c	lac__D
C00186	lac__L_c	lac__L
C00424	lald__L_c	lald__L
C05999	lald__L_c	lald__L
C02047	leutrna_c	leutrna
C16238	lipoamp_c	lipoamp
C01508	lyx__L_c	lyx__L
C00497	mal__D_c	mal__D
C00149	mal__L_c	mal__L
C01835	malttr_c	malttr
C00275	man6p_c	man6p
C00132	meoh_c	meoh
C15998	metsox_R__L_c	metsox_R__L
C00143	mlthf_c	mlthf
C00683	mmcoa__S_c	mmcoa__S
C03172	mmet_c	mmet
C19610	mn2_c	mn2
C19928	mocogdp_c	mocogdp
C00546	mthgxl_c	mthgxl
C01029	n8aspmd_c	n8aspmd
C01330	na1_c	na1
C00005	nadph_c	nadph
C00455	nmn_c	nmn
C06423	octa_c	octa
C06054	ohpb_c	ohpb
C00295	orot_c	orot
C01444	oxam_c	oxam
C00548	pac_c	pac
C07086	pac_c	pac
C15583	pac_c	pac
C01134	pan4p_c	pan4p
C03511	phetrna_c	phetrna
C06055	phthr_c	phthr
C00009	pi_c	pi
C00864	pnto__R_c	pnto__R
C20249	poaac_c	poaac
C00013	ppi_c	ppi
C17569	q8_c	q8
C00447	s17bp_c	s17bp
C00213	sarcs_c	sarcs
C06481	sertrna_sec_c	sertrna_sec
C03175	skm5p_c	skm5p
C09306	so2_c	so2
C02730	sucbz_c	sucbz
C00232	sucsal_c	sucsal
C14179	sulfac_c	sulfac
C00898	tartr__L_c	tartr__L
C01755	tcynt_c	tcynt
C02593	tdcoa_c	tdcoa
C05758	tddec2eACP_c	tddec2eACP
C05754	tdec2eACP_c	tdec2eACP
C05748	thex2eACP_c	thex2eACP
C05650	thptdn_c	thptdn
C00689	tre6p_c	tre6p
C01640	trnagln_c	trnagln
C01645	trnaleu_c	trnaleu
C01646	trnalys_c	trnalys
C00787	trnatyr_c	trnatyr
C01653	trnaval_c	trnaval
C00078	trp__L_c	trp__L
C00806	trp__L_c	trp__L
C00082	tyr__L_c	tyr__L
C01536	tyr__L_c	tyr__L
C02839	tyrtrna_c	tyrtrna
C04652	u23ga_c	u23ga
C16153	udpLa4n_c	udpLa4n
C16155	udpLa4o_c	udpLa4o
C00052	udpgal_c	udpgal
C20497	unagamu_c	unagamu
C00366	urate_c	urate
C00603	urdglyc_c	urdglyc
C02766	urdglyc_c	urdglyc
C00183	val__L_c	val__L
C16436	val__L_c	val__L
C02554	valtrna_c	valtrna
C01762	xtsn_c	xtsn
C00231	xu5p__D_c	xu5p__D
C02912	12ppd__R_e	12ppd__R
C02355	23cump_e	23cump
C04043	34dhpac_e	34dhpac
C05822	3cmp_e	3cmp
C01368	3ump_e	3ump
C00334	4abut_e	4abut
C01062	5dglcn_e	5dglcn
C00164	acac_e	acac
C18060	acgal1p_e	acgal1p
C00645	acmana_e	acmana
C00147	ade_e	ade
C01551	alltn_e	alltn
C05554	arbtn_fe3_e	arbtn_fe3
C00062	arg__L_e	arg__L
C02385	arg__L_e	arg__L
C00853	cbl1_e	cbl1
C01419	cgly_e	cgly
C00114	chol_e	chol
C00158	cit_e	cit
C00011	co2_e	co2
C00177	cyan_e	cyan
C01326	cyan_e	cyan
C00330	dgsn_e	dgsn
C00580	dms_e	dms
C11143	dmso_e	dmso
C00189	etha_e	etha
C06230	feenter_e	feenter
C00092	g6p_e	g6p
C00962	gal_bD_e	gal_bD
C00037	gly_e	gly
C00093	glyc3p_e	glyc3p
C00144	gmp_e	gmp
C00051	gthrd_e	gthrd
C00137	inost_e	inost
C19891	inost_e	inost
C00123	leu__L_e	leu__L
C16439	leu__L_e	leu__L
C00725	lipoate_e	lipoate
C16241	lipoate_e	lipoate
C00047	lys__L_e	lys__L
C16440	lys__L_e	lys__L
C00159	man_e	man
C06232	mobd_e	mobd
C00253	nac_e	nac
C00014	nh4_e	nh4
C01342	nh4_e	nh4
C00533	no_e	no
C00244	no3_e	no3
C00007	o2_e	o2
C01530	ocdca_e	ocdca
C00077	orn_e	orn
C01602	orn_e	orn
C00601	pacald_e	pacald
C00032	pheme_e	pheme
C00479	ppal_e	ppal
C00534	pydam_e	pydam
C00314	pydxn_e	pydxn
C00493	skm_e	skm
C05684	slnt_e	slnt
C00094	so3_e	so3
C11481	so3_e	so3
C00178	thym_e	thym
C00320	tsul_e	tsul
C05529	tsul_e	tsul
C20679	tungs_e	tungs
C00043	uacgam_e	uacgam
C00167	udpglcur_e	udpglcur
C00181	xyl__D_e	xyl__D
C21484	1agpe180_p	1agpe180
C02353	23camp_p	23camp
C02354	23ccmp_p	23ccmp
C06194	23cgmp_p	23cgmp
C03401	23dappa_p	23dappa
C06393	23dappa_p	23dappa
C00204	2ddglcn_p	2ddglcn
C06193	3gmp_p	3gmp
C12621	3hcinnm_p	3hcinnm
C20958	LalaLglu_p	LalaLglu
C00033	ac_p	ac
C00212	adn_p	adn
C00194	adocbl_p	adocbl
C00133	ala__D_p	ala__D
C00993	alaala_p	alaala
C06186	arbt_p	arbt
C00072	ascb__L_p	ascb__L
C20364	ascb__L_p	ascb__L
C00152	asn__L_p	asn__L
C16438	asn__L_p	asn__L
C00076	ca2_p	ca2
C00175	cobalt2_p	cobalt2
C01417	cynt_p	cynt
C00559	dad_2_p	dad_2
C00360	damp_p	damp
C00239	dcmp_p	dcmp
C03758	dopa_p	dopa
C05345	f6p_p	f6p
C00058	for_p	for
C00122	fum_p	fum
C06694	fusa_p	fusa
C03274	g3pg_p	g3pg
C00124	gal_p	gal
C00984	gal_p	gal
C00446	gal1p_p	gal1p
C03384	gal1p_p	gal1p
C00879	galct__D_p	galct__D
C00880	galctn__D_p	galctn__D
C15930	galctn__L_p	galctn__L
C00352	gam6p_p	gam6p
C00719	glyb_p	glyb
C00044	gtp_p	gtp
C00027	h2o2_p	h2o2
C00283	h2s_p	h2s
C01585	hxa_p	hxa
C00294	ins_p	ins
C06025	kdo2lipid4_p	kdo2lipid4
C00256	lac__D_p	lac__D
C00186	lac__L_p	lac__L
C01834	lpp_p	lpp
C01508	lyx__L_p	lyx__L
C00497	mal__D_p	mal__D
C00149	mal__L_p	mal__L
C01835	malttr_p	malttr
C00275	man6p_p	man6p
C11544	manglyc_p	manglyc
C00132	meoh_p	meoh
C15998	metsox_R__L_p	metsox_R__L
C03172	mmet_p	mmet
C19610	mn2_p	mn2
C01330	na1_p	na1
C00455	nmn_p	nmn
C06423	octa_p	octa
C00295	orot_p	orot
C00009	pi_p	pi
C00864	pnto__R_p	pnto__R
C06701	ppt_p	ppt
C09306	so2_p	so2
C14179	sulfac_p	sulfac
C00898	tartr__L_p	tartr__L
C01755	tcynt_p	tcynt
C00078	trp__L_p	trp__L
C00806	trp__L_p	trp__L
C06570	ttrcyc_p	ttrcyc
C00483	tym_p	tym
C00082	tyr__L_p	tyr__L
C01536	tyr__L_p	tyr__L
C00052	udpgal_p	udpgal
C00183	val__L_p	val__L
C16436	val__L_p	val__L
C01762	xtsn_p	xtsn
C17467	4hba_c	4hba
C01063	pmcoa_c	pmcoa
C00234	10fthf_m	10fthf
C02353	23camp_c	23camp
C06369	2doxg6p_c	2doxg6p
C05984	2hb_e	2hb
C00109	2obut_m	2obut
C05853	2phetoh_m	2phetoh
C00968	35cdamp_c	35cdamp
C05313	3hph5mb_m	3hph5mb
C05260	3htdcoa_x	3htdcoa
C07329	3mbald_e	3mbald
C13425	3ophb_5_c	3ophb_5
C00568	4abz_e	4abz
C01036	4mlacac_c	4mlacac
C00233	4mop_m	4mop
C05402	6dg_c	6dg
C01092	8aonn_e	8aonn
C00491	cysi__L_c	cysi__L
C00328	Lkynr_c	Lkynr
C00332	aacoa_m	aacoa
C00532	abt_c	abt
C00033	ac_x	ac
C00024	accoa_m	accoa
C04133	acg5p_m	acg5p
C05715	acybut_c	acybut
C00008	adp_g	adp
C00008	adp_n	adp
C00026	akg_n	akg
C06010	alac__S_m	alac__S
C01242	alpro_m	alpro
C00020	amp_m	amp
C02714	aprut_c	aprut
C03402	asntrna_m	asntrna
C00049	asp__L_m	asp__L
C16433	asp__L_m	asp__L
C00049	asp__L_v	asp__L
C16433	asp__L_v	asp__L
C00002	atp_x	atp
C04002	b124tc_m	b124tc
C00438	cbasp_n	cbasp
C00570	cdpea_c	cdpea
C00409	ch4s_c	ch4s
C00055	cmp_m	cmp
C00010	coa_m	coa
C00223	coucoa_m	coucoa
C00063	ctp_m	ctp
C05275	dc2coa_x	dc2coa
C00361	dgdp_n	dgdp
C01801	drib_c	drib
C00365	dump_n	dump
C05947	e4hglu_m	e4hglu
C15777	epist_e	epist
C01694	ergst_c	ergst
C01694	ergst_r	ergst
C00346	ethamp_c	ethamp
C00469	etoh_m	etoh
C01352	fadh2_m	fadh2
C00125	ficytc_m	ficytc
C00923	ficytc_m	ficytc
C01070	ficytc_m	ficytc
C00061	fmn_m	fmn
C00035	gdp_m	gdp
C05401	ggl_c	ggl
C00031	glc__D_v	glc__D
C00064	gln__L_v	gln__L
C00303	gln__L_v	gln__L
C00025	glu__L_m	glu__L
C00302	glu__L_m	glu__L
C00025	glu__L_v	glu__L
C00302	glu__L_v	glu__L
C00048	glx_x	glx
C00182	glycogen_v	glycogen
C00387	gsn_m	gsn
C00127	gthox_m	gthox
C00242	gua_m	gua
C00027	h2o2_x	h2o2
C00001	h2o_g	h2o
C01328	h2o_g	h2o
C00001	h2o_n	h2o
C01328	h2o_n	h2o
C00080	h_g	h
C00080	h_n	h
C12296	iamac_e	iamac
C14710	ibutoh_m	ibutoh
C00311	icit_m	icit
C00104	idp_m	idp
C00407	ile__L_m	ile__L
C00407	ile__L_v	ile__L
C00955	ind3eth_m	ind3eth
C00531	itaccoa_m	itaccoa
C00081	itp_m	itp
C01724	lanost_e	lanost
C03451	lgt__S_m	lgt__S
C02051	lpro_m	lpro
C01931	lystrna_m	lystrna
C00149	mal__L_x	mal__L
C05399	melt_c	melt
C00445	methf_m	methf
C00003	nad_n	nad
C00004	nadh_m	nadh
C00006	nadp_e	nadp
C00005	nadph_r	nadph
C00005	nadph_x	nadph
C00455	nmn_x	nmn
C06423	octa_x	octa
C00001	oh1_m	oh1
C01328	oh1_m	oh1
C02505	pad_c	pad
C01134	pan4p_x	pan4p
C00054	pap_e	pap
C04217	pendp_c	pendp
C00074	pep_m	pep
C00012	pepd_c	pepd
C12303	pheac_e	pheac
C00009	pi_r	pi
C00009	pi_x	pi
C00013	ppi_x	ppi
C00148	pro__L_m	pro__L
C16435	pro__L_m	pro__L
C12144	psphings_c	psphings
C12144	psphings_r	psphings
C00022	pyr_m	pyr
C17568	q6_m	q6
C00065	ser__L_m	ser__L
C00716	ser__L_m	ser__L
C00750	sprm_c	sprm
C00247	srb__L_c	srb__L
C08356	srb__L_c	srb__L
C00091	succoa_m	succoa
C05122	tchola_c	tchola
C02593	tdcoa_x	tdcoa
C01081	thmmp_e	thmmp
C00068	thmpp_e	thmpp
C00343	trdox_m	trdox
C00342	trdrd_m	trdrd
C01083	tre_v	tre
C01651	trnathr_m	trnathr
C00082	tyr__L_x	tyr__L
C01536	tyr__L_x	tyr__L
C00105	ump_n	ump
C00075	utp_m	utp
C05437	zymst_e	zymst
C05672	2a3pp_c	2a3pp
C02323	2hymeph_c	2hymeph
C01033	2mbcoa_c	2mbcoa
C04424	2mpdhl_c	2mpdhl
C04046	3g12dgr_SA2_c	3g12dgr_SA2
C02798	3pop_c	3pop
C03684	6pthp_c	6pthp
C02078	Sptmyn_c	Sptmyn
C06507	adcobhex_c	adcobhex
C00513	cdpglyc_c	cdpglyc
C00488	frmd_c	frmd
C02939	ivcoa_c	ivcoa
C00248	lpam_c	lpam
C01596	malm_c	malm
C00153	ncam_e	ncam
C01169	sdhlam_c	sdhlam
C01801	drib_p	drib
C06056	4hthr_e	4hthr
C06257	dxyl_e	dxyl
C21152	chit6p_c	chit6p
C02084	tet_e	tet
C00491	cysi__L_p	cysi__L
C19806	tcb_p	tcb
C03557	2ameph_e	2ameph
C00417	acon_C_p	acon_C
C00488	frmd_p	frmd
C06181	pprdn_c	pprdn
C02457	13ppd_e	13ppd
C00180	bz_e	bz
C00539	bz_e	bz
C13636	4hphac_c	4hphac
C13636	4hphac_p	4hphac
C06377	galam6p_c	galam6p
C04534	cellb6p_c	cellb6p
C00642	4hoxpac_e	4hoxpac
C00492	raffin_e	raffin
C00548	pac_p	pac
C07086	pac_p	pac
C15583	pac_p	pac
C16848	dkfp_c	dkfp
C00019	amet_n	amet
C00264	3oacoa_x	3oacoa
C18076	5pg35pg_c	5pg35pg
C04642	5cmhmsa_c	5cmhmsa
C01161	34dhpha_c	34dhpha
C01197	34dhcinm_p	34dhcinm
C01481	34dhcinm_p	34dhcinm
C01197	34dhcinm_c	34dhcinm
C01481	34dhcinm_c	34dhcinm
C02923	3mcat_c	3mcat
C00230	34dhbz_c	34dhbz
C00230	34dhbz_p	34dhbz
C01278	4cml_c	4cml
C00156	4hbz_p	4hbz
C01454	p_tol_c	p_tol
C06760	hmccms_c	hmccms
C07478	hmccm_c	hmccm
C00919	chols_e	chols
C01020	6hnac_c	6hnac
C00450	thp2c_c	thp2c
C04122	applp_c	applp
C00113	pqq_c	pqq
C03239	6a2ohxnt_c	6a2ohxnt
C01089	bhb_c	bhb
C00323	caffcoa_c	caffcoa
C00090	catechol_e	catechol
C01785	catechol_e	catechol
C15571	catechol_e	catechol
C00590	confrl_c	confrl
C06503	hgbam_c	hgbam
C00590	confrl_p	confrl
C03283	24dab_c	24dab
C06720	dh3mchc_c	dh3mchc
C06729	dh4mchc_c	dh4mchc
C00272	thbpt_c	thbpt
C00039	dna_c	dna
C04405	3hmbcoa_c	3hmbcoa
C00811	T4hcinnm_e	T4hcinnm
C01424	ga_e	ga
C02647	gdbtal_c	gdbtal
C04105	mucl_c	mucl
C06319	pre6b_c	pre6b
C06320	pre6a_c	pre6a
C01136	adhlam_c	adhlam
C01659	aa_e	aa
C06244	ad_e	ad
C02532	pser__D_c	pser__D
C00831	ptth_c	ptth
C00349	2mop_c	2mop
C03546	mi4p__D_c	mi4p__D
C04006	mi3p__D_c	mi3p__D
C12216	mcbts_c	mcbts
C04700	uAgl_c	uAgl
C05894	uaaGgtla_c	uaaGgtla
C01879	5oxpro_c	5oxpro
