kegg_compound	bigg_id	universal_bigg_id
C00805	salc_c	salc
C00548	pac_e	pac
C07086	pac_e	pac
C15583	pac_e	pac
C06376	acgal6p_c	acgal6p
C00492	raffin_p	raffin
C00309	rbl__D_c	rbl__D
C00128	cmpacna_c	cmpacna
C06000	3hibutcoa_c	3hibutcoa
C05852	2hyoxplac_c	2hyoxplac
C03824	am6sa_c	am6sa
C06201	24dhhed_c	24dhhed
C05601	4h2kpi_c	4h2kpi
C00408	Lpipecol_c	Lpipecol
C01197	34dhcinm_e	34dhcinm
C01481	34dhcinm_e	34dhcinm
C07209	3mbzald_c	3mbzald
C07211	m_tol_c	m_tol
C06210	cchoxod_c	cchoxod
C00230	34dhbz_e	34dhbz
C00811	T4hcinnm_c	T4hcinnm
C00156	4hbz_e	4hbz
C03453	oxalc_c	oxalc
C11354	2hchd_c	2hchd
C01059	dhpyr_c	dhpyr
C01359	pqqh2_c	pqqh2
C00556	bzalc_c	bzalc
C03485	bzalc_c	bzalc
C00090	catechol_c	catechol
C01785	catechol_c	catechol
C15571	catechol_c	catechol
C00180	bz_p	bz
C00539	bz_p	bz
C00682	2hmcnsad_c	2hmcnsad
C00090	catechol_p	catechol
C01785	catechol_p	catechol
C15571	catechol_p	catechol
C00919	chols_c	chols
C00919	chols_p	chols
C00590	confrl_e	confrl
C00924	focytc_c	focytc
C00739	lys__D_c	lys__D
C00288	hco3_e	hco3
C01353	hco3_e	hco3
C01424	ga_c	ga
C01424	ga_p	ga
C06002	mmtsa_c	mmtsa
C06762	4hoxoh_c	4hoxoh
C03069	3mb2coa_c	3mb2coa
C03231	3mgcoa_c	3mgcoa
C01163	CCbuttc_c	CCbuttc
C06407	pre4_c	pre4
C06416	pre5_c	pre5
C06399	hgbyr_c	hgbyr
C00340	rbrdxRD_c	rbrdxRD
C00811	T4hcinnm_p	T4hcinnm
C01659	aa_c	aa
C06244	ad_c	ad
C00125	ficytcc553_c	ficytcc553
C00923	ficytcc553_c	ficytcc553
C01070	ficytcc553_c	ficytcc553
C02200	ugam_c	ugam
C01119	dttOX_c	dttOX
C05688	selcys_c	selcys
C05893	uaaGgla_c	uaaGgla
C04079	ptcys_c	ptcys
C05377	mndn_c	mndn
C04702	uAgla_c	uAgla
C03516	mppp9_c	mppp9
C06425	arach_c	arach
C16794	mocdca_c	mocdca
C05892	uGgl_c	uGgl
C00002	atp_e	atp
C11542	copre6_c	copre6
C11543	codhpre6_c	codhpre6
C11541	copre5_c	copre5
C00237	co_c	co
C04043	34dhpac_c	34dhpac
C06892	d5kg_c	d5kg
C00617	udpgalur_c	udpgalur
C02457	13ppd_p	13ppd
C02457	13ppd_c	13ppd
C01180	4met2obut_c	4met2obut
C03557	2ameph_c	2ameph
C00642	4hoxpac_p	4hoxpac
C00642	4hoxpac_c	4hoxpac
C01161	34dhpacet_c	34dhpacet
C01219	cdp4dh6doglc_c	cdp4dh6doglc
C06714	3hpimcoa_c	3hpimcoa
C08262	3mb_c	3mb
C02949	4hbzcoa_c	4hbzcoa
C09817	bzsuccoa_c	bzsuccoa
C17017	cdhxfut_c	cdhxfut
C17010	dhxfut_c	dhxfut
C15489	indaccoa_c	indaccoa
C02116	n2ppn_c	n2ppn
C00894	pp2coa_c	pp2coa
C00888	ptcoa_c	ptcoa
C17467	4hba_e	4hba
C06142	btoh_e	btoh
C00803	pta_e	pta
C08262	3mb_p	3mb
C00556	bzalc_p	bzalc
C03485	bzalc_p	bzalc
C05576	34dhoxpeg_c	34dhoxpeg
C08591	bcryptox_c	bcryptox
C06098	zeax_c	zeax
C05435	gcarote_c	gcarote
C04536	mppp9om_c	mppp9om
C03427	prephytedp_c	prephytedp
C01182	rb15bp_c	rb15bp
C11521	udpsq_c	udpsq
C14151	dtocophe_c	dtocophe
C02059	phllqne_c	phllqne
C00237	co_p	co
C01205	3aib_c	3aib
C05636	3hxkynam_c	3hxkynam
C05587	3moxtyr_c	3moxtyr
C18060	acgal1p_c	acgal1p
C01288	acgpail_hs_c	acgpail_hs
C05466	gdchola_c	gdchola
C00708	i_c	i
C05590	i_c	i
C05606	melanin_c	melanin
C05127	mhista_c	mhista
C01211	pcollg5hlys_c	pcollg5hlys
C02452	perillyl_c	perillyl
C00376	retinal_c	retinal
C00473	retinol_c	retinol
C17276	retinol_c	retinol
C11499	sl__L_c	sl__L
C00780	srtn_c	srtn
C01962	thcys_c	thcys
C00060	Rtotal3_e	Rtotal3
C00162	Rtotal3_e	Rtotal3
C02403	Rtotal3_e	Rtotal3
C01996	ach_e	ach
C02477	avite1_e	avite1
C01089	bhb_e	bhb
C00486	bilirub_e	bilirub
C00575	camp_e	camp
C00461	chtn_e	chtn
C05198	dad_5_e	dad_5
C00165	dag_hs_e	dag_hs
C00641	dag_hs_e	dag_hs
C13650	debrisoquine_e	debrisoquine
C00415	dhf_e	dhf
C00504	fol_e	fol
C00909	leuktrA4_e	leuktrA4
C00546	mthgxl_e	mthgxl
C00350	pe_hs_e	pe_hs
C00777	retn_e	retn
C00213	sarcs_e	sarcs
C05122	tchola_e	tchola
C00366	urate_e	urate
C02483	gtocophe_e	gtocophe
C00024	accoa_g	accoa
C00020	amp_g	amp
C00187	chsterol_g	chsterol
C00055	cmp_g	cmp
C00010	coa_g	coa
C00031	glc__D_g	glc__D
C00238	k_g	k
C00053	paps_g	paps
C00015	udp_g	udp
C00203	udpacgal_g	udpacgal
C00029	udpg_g	udpg
C00190	udpxyl_g	udpxyl
C01367	3amp_l	3amp
C04387	Tn_antigen_l	Tn_antigen
C01132	acgal_l	acgal
C00041	ala__L_l	ala__L
C01401	ala__L_l	ala__L
C00475	cytd_l	cytd
C00080	h_l	h
C00001	h2o_l	h2o
C01328	h2o_l	h2o
C00262	hxan_l	hxan
C00243	lcts_l	lcts
C01970	lcts_l	lcts
C00208	malt_l	malt
C00897	malt_l	malt
C00214	thymd_l	thymd
C00105	ump_l	ump
C03508	2aobut_m	2aobut
C03345	2mb2coa_m	2mb2coa
C03460	2mp2coa_m	2mp2coa
C05668	3hpcoa_m	3hpcoa
C02946	4aabutn_m	4aabutn
C04076	L2aadp6sa_m	L2aadp6sa
C00506	Lcyst_m	Lcyst
C00207	acetone_m	acetone
C00099	ala_B_m	ala_B
C00136	btcoa_m	btcoa
C00120	btn_m	btn
C00097	cys__L_m	cys__L
C00736	cys__L_m	cys__L
C00475	cytd_m	cytd
C00131	datp_m	datp
C00361	dgdp_m	dgdp
C00286	dgtp_m	dgtp
C00459	dttp_m	dttp
C00365	dump_m	dump
C00460	dutp_m	dutp
C00125	ficytC_m	ficytC
C00923	ficytC_m	ficytC
C01070	ficytC_m	ficytC
C00126	focytC_m	focytC
C01071	focytC_m	focytC
C00527	glutcoa_m	glutcoa
C00160	glyclt_m	glyclt
C05272	hdd2coa_m	hdd2coa
C00130	imp_m	imp
C02050	lnlccoa_m	lnlccoa
C16162	lnlncacoa_m	lnlncacoa
C00957	mercppyr_m	mercppyr
C01213	mmcoa__R_m	mmcoa__R
C00222	msa_m	msa
C01953	prgnlone_m	prgnlone
C00894	prpncoa_m	prpncoa
C00018	pydx5p_m	pydx5p
C03736	r5p_m	r5p
C00449	saccrp__L_m	saccrp__L
C00214	thymd_m	thymd
C00086	urea_m	urea
C00270	acnam_n	acnam
C19910	acnam_n	acnam
C00055	cmp_n	cmp
C00063	ctp_n	ctp
C00881	dcyt_n	dcyt
C01345	ditp_n	ditp
C02967	dna5mtc_n	dna5mtc
C00526	duri_n	duri
C00104	idp_n	idp
C00081	itp_n	itp
C01177	mi1p__D_n	mi1p__D
C00704	o2s_n	o2s
C00536	pppi_n	pppi
C00299	uri_n	uri
C00075	utp_n	utp
C02571	acrn_r	acrn
C00180	bz_r	bz
C00539	bz_r	bz
C00114	chol_r	chol
C00011	co2_r	co2
C00051	gthrd_r	gthrd
C00517	hxdcal_r	hxdcal
C00129	ipdp_r	ipdp
C01724	lanost_r	lanost
C00159	man_r	man
C00014	nh4_r	nh4
C01342	nh4_r	nh4
C00199	ru5p__D_r	ru5p__D
C00167	udpglcur_r	udpglcur
C05437	zymst_r	zymst
C03845	zymstnl_r	zymstnl
C01107	5pmev_x	5pmev
C00408	Lpipecol_x	Lpipecol
C00164	acac_x	acac
C05337	dcholcoa_x	dcholcoa
C05466	gdchola_x	gdchola
C00037	gly_x	gly
C00129	ipdp_x	ipdp
C00047	lys__L_x	lys__L
C16440	lys__L_x	lys__L
C00083	malcoa_x	malcoa
C00100	ppcoa_x	ppcoa
C03196	S2hglut_c	S2hglut
C01255	6ax6ax_c	6ax6ax
C16579	hacon_T_c	hacon_T
C01845	2ppoh_c	2ppoh
C00409	ch4s_e	ch4s
C01438	ch4_e	ch4
C18799	mh4spt_c	mh4spt
C00543	dma_c	dma
C03920	mcom_c	mcom
C19154	ddhrb_c	ddhrb
C00218	mma_e	mma
C06366	hspmd_c	hspmd
C19155	lppg_c	lppg
C00593	2saa_c	2saa
C00267	glc__aD_c	glc__aD
C00962	gal_bD_c	gal_bD
C01630	xylb_e	xylb
C05125	2ahethmpp_h	2ahethmpp
C05125	2ahethmpp_m	2ahethmpp
C01146	2h3oppan_m	2h3oppan
C15976	2mhop_m	2mhop
C00988	2pglyc_h	2pglyc
C02504	3c3hmp_h	3c3hmp
C00944	3dhq_h	3dhq
C04618	3hbutACP_h	3hbutACP
C05264	3hdcoa_m	3hdcoa
C04619	3hdecACP_h	3hdecACP
C05258	3hhdcoa_m	3hhdcoa
C05266	3hocoa_m	3hocoa
C16220	3hoctaACP_h	3hoctaACP
C05119	3mbdhl_m	3mbdhl
C15974	3mhtpp_m	3mhtpp
C00671	3mop_h	3mop
C05265	3odcoa_m	3odcoa
C05269	3ohcoa_m	3ohcoa
C05267	3oocoa_x	3oocoa
C05762	3opalmACP_h	3opalmACP
C05989	3opcoa_c	3opcoa
C00197	3pg_f	3pg
C00197	3pg_h	3pg
C00197	3pg_m	3pg
C05572	4ogm_c	4ogm
C16630	56dh5flura_c	56dh5flura
C04751	5aizc_h	5aizc
C00430	5aop_h	5aop
C07649	5flura_e	5flura
C11821	5hiu_m	5hiu
C12248	5houdic_m	5houdic
C00170	5mta_h	5mta
C00170	5mta_m	5mta
C01756	6mpur_c	6mpur
C02380	6mpur_c	6mpur
C00345	6pgc_h	6pgc
C01888	aact_x	aact
C00033	ac_s	ac
C00084	acald_h	acald
C05433	acaro_h	acaro
C00979	acser_h	acser
C00979	acser_m	acser
C00227	actp_h	actp
C00227	actp_m	actp
C00008	adp_f	adp
C00008	adp_h	adp
C16632	aflbala_c	aflbala
C00179	agm_n	agm
C00026	akg_h	akg
C00099	ala_B_h	ala_B
C00019	amet_h	amet
C01137	ametam_h	ametam
C01137	ametam_m	ametam
C08579	anxan_u	anxan
C01260	ap4a_n	ap4a
C05779	apofetn_h	apofetn
C05780	apotfen_h	apotfen
C06197	apppa_n	apppa
C00072	ascb__L_u	ascb__L
C20364	ascb__L_u	ascb__L
C03906	B_ara1p_c	B_ara1p
C00500	biliverd_h	biliverd
C01412	btal_h	btal
C00136	btcoa_h	btcoa
C14152	bvite_h	bvite
C02094	caro_h	caro
C00438	cbasp_m	cbasp
C00436	Ncbmpts_m	Ncbmpts
C16541	chldb_u	chldb
C01902	cyart_c	cyart
C02141	cyeuol_c	cyeuol
C00097	cys__L_h	cys__L
C00736	cys__L_h	cys__L
C02291	cyst__L_h	cyst__L
C06109	cytP450o_c	cytP450o
C03794	dcamp_h	dcamp
C15492	dhretinol_s	dhretinol
C00235	dmpp_h	dmpp
C11735	egly_e	egly
C04666	eig3p_h	eig3p
C01094	f1p_h	f1p
C05345	f6p_B_h	f6p_B
C00016	fad_h	fad
C00139	fdxox_h	fdxox
C00139	fdxox_m	fdxox
C14818	fe2_h	fe2
C00996	ficytb5_c	ficytb5
C00924	focytc_x	focytc
C00448	frdp_h	frdp
C00668	g6p_A_n	g6p_A
C01172	g6p_B_h	g6p_B
C00257	glcn_h	glcn
C01165	glu5sa_x	glu5sa
C00160	glyclt_h	glyclt
C00258	glyc__R_h	glyc__R
C00258	glyc__R_m	glyc__R
C00341	grdp_h	grdp
C00080	h_f	h
C00080	h_h	h
C00282	h2_h	h2
C00282	h2_m	h2
C00001	h2o_f	h2o
C01328	h2o_f	h2o
C00001	h2o_h	h2o
C01328	h2o_h	h2o
C00155	hcys__L_h	hcys__L
C05330	hcys__L_h	hcys__L
C00155	hcys__L_m	hcys__L
C05330	hcys__L_m	hcys__L
C00249	hdca_h	hdca
C00135	his__L_h	his__L
C00768	his__L_h	his__L
C11829	hmppp9_h	hmppp9
C00263	hom__L_h	hom__L
C00130	imp_h	imp
C00463	indole_h	indole
C00243	lcts_h	lcts
C01970	lcts_h	lcts
C00506	Lcyst_h	Lcyst
C07073	lido_c	lido
C01595	lnlc_h	lnlc
C16561	meglyxyl_e	meglyxyl
C08830	menecyart_c	menecyart
C00957	mercppyr_h	mercppyr
C11508	mergtrol_c	mergtrol
C04489	mhpglu_m	mhpglu
C00003	nad_f	nad
C00003	nad_h	nad
C00005	nadph_s	nadph
C00005	nadph_u	nadph
C05431	neuspn_h	neuspn
C00036	oaa_f	oaa
C00036	oaa_h	oaa
C00510	ocdce9coa_c	ocdce9coa
C00712	ocdcea_h	ocdcea
C05427	phdp_h	phdp
C00079	phe__L_h	phe__L
C02057	phe__L_h	phe__L
C02876	ppap_h	ppap
C02876	ppap_m	ppap
C00931	ppbng_h	ppbng
C00013	ppi_u	ppi
C02191	ppp9_h	ppp9
C01079	pppg9_h	pppg9
C04916	prlp_h	prlp
C00119	prpp_h	prpp
C01005	pser__L_h	pser__L
C00620	r1p_h	r1p
C03736	r5p_h	r5p
C02110	retinal_11_cis_s	retinal_11_cis
C00255	ribflv_h	ribflv
C05382	s7p_h	s7p
C05824	scys__L_h	scys__L
C05824	scys__L_m	scys__L
C05698	selhcys_h	selhcys
C05172	selnp_m	selnp
C00059	so4_n	so4
C00042	succ_h	succ
C00089	sucr_h	sucr
C12673	tega_c	tega
C03029	tfenfe2_h	tfenfe2
C00188	thr__L_h	thr__L
C05751	toct2eACP_h	toct2eACP
C01641	trnaglu_h	trnaglu
C00029	udpg_n	udpg
C00105	ump_h	ump
C08614	vioxan_u	vioxan
C03845	zymstnl_c	zymstnl
C02355	23cump_c	23cump
C06008	2o3mpt_c	2o3mpt
C04524	2pcpgc_c	2pcpgc
C05822	3cmp_c	3cmp
C01368	3ump_c	3ump
C02426	Lglyald_c	Lglyald
C05945	argp_e	argp
C01558	bilea_c	bilea
C00251	chor_e	chor
C08275	djenk_e	djenk
C06231	ectoine_c	ectoine
C00663	g1p_B_c	g1p_B
C00883	galman_c	galman
C00257	glcn__D_e	glcn__D
C14390	hpal_c	hpal
C05123	istnt_e	istnt
C00725	lipt_e	lipt
C16241	lipt_e	lipt
C02989	metox_c	metox
C02170	mmal_c	mmal
C03459	oxglyc_c	oxglyc
C00013	ppi_e	ppi
C02532	pser__D_e	pser__D
C01948	ptdcal_c	ptdcal
C15587	purine_c	purine
C00412	strcoa_c	strcoa
C14179	sula_c	sula
C17076	trdca_c	trdca
C00203	uacgala_c	uacgala
C05838	2coum_c	2coum
C05660	5moxact_c	5moxact
C05589	normete__L_e	normete__L
C00141	3mob_e	3mob
C00555	4abutn_e	4abutn
C00906	56dthm_m	56dthm
C00440	5mthf_r	5mthf
C01879	5oxpro_e	5oxpro
C01241	C01241_m	C01241
C01601	C01601_c	C01601
C01836	C01836_m	C01836
C02356	C02356_c	C02356
C02470	C02470_m	C02470
C02528	C02528_e	C02528
C02712	C02712_c	C02712
C02744	C02744_g	C02744
C03405	C03405_c	C03405
C03693	C03693_c	C03693
C04295	C04295_c	C04295
C04295	C04295_r	C04295
C04805	C04805_n	C04805
C04843	C04843_c	C04843
C14809	C04843_c	C04843
C04843	C04843_r	C04843
C14809	C04843_r	C04843
C04843	C04843_x	C04843
C14809	C04843_x	C04843
C04849	C04849_e	C04849
C14808	C04849_e	C04849
C05284	C05284_m	C05284
C05298	C05298_c	C05298
C05298	C05298_r	C05298
C05302	C05302_c	C05302
C05708	C05708_c	C05708
C05708	C05708_r	C05708
C05957	C05957_c	C05957
C05957	C05957_r	C05957
C06199	C06199_l	C06199
C06315	C06315_n	C06315
C06453	C06453_c	C06453
C06948	C06948_c	C06948
C09640	C09640_c	C09640
C11304	C11304_c	C11304
C11304	C11304_r	C11304
C11695	C11695_c	C11695
C14768	C14768_c	C14768
C14768	C14768_r	C14768
C14771	C14771_c	C14771
C14771	C14771_r	C14771
C08368	C14826_c	C14826
C14826	C14826_c	C14826
C08368	C14826_r	C14826
C14826	C14826_r	C14826
C06809	CE1310_m	CE1310
C17938	CE1562_c	CE1562
C20827	CE2028_c	CE2028
C14732	CE2084_m	CE2084
C03242	CE2516_c	CE2516
C03242	CE2516_r	CE2516
C00268	CE2705_c	CE2705
C02953	CE2705_c	CE2705
C15855	CE2917_e	CE2917
C16680	CE2953_r	CE2953
C19697	CE4633_l	CE4633
C11361	CE4936_n	CE4936
C05949	CE4990_m	CE4990
C17755	CE5276_c	CE5276
C17755	CE5276_x	CE5276
C01392	CE5853_e	CE5853
C18177	CE7090_c	CE7090
C01136	HC00682_m	HC00682
C01674	HC00822_l	HC00822
C02170	HC00900_m	HC00900
C05401	HC01444_e	HC01444
C05450	HC01459_x	HC01459
C05585	HC01522_c	HC01522
C05963	HC02180_e	HC02180
C03990	HC02191_c	HC02191
C03990	HC02191_r	HC02191
C02592	HC02192_c	HC02192
C15557	HC02193_c	HC02193
C07880	HC02194_e	HC02194
C04685	HC02202_e	HC02202
C05953	HC02203_c	HC02203
C05953	HC02203_r	HC02203
C00959	HC02204_e	HC02204
C05955	HC02207_e	HC02207
C06438	HC02208_c	HC02208
C13802	HC02210_c	HC02210
C06439	HC02213_n	HC02213
C02314	HC02216_e	HC02216
C02567	N1sprm_x	N1sprm
C00164	acac_r	acac
C00645	acmana_r	acmana
C00021	ahcys_e	ahcys
C06425	arach_x	arach
C02862	c4crn_e	c4crn
C00112	cdp_e	cdp
C00269	cdpdag_cho_c	cdpdag_cho
C00698	cl_n	cl
C01327	cl_n	cl
C03691	cmpglna_c	cmpglna
C00195	crm_cho_g	crm_cho
C00195	crm_cho_n	crm_cho
C02291	cyst__L_m	cyst__L
C05337	dcholcoa_c	dcholcoa
C05337	dcholcoa_r	dcholcoa
C00111	dhap_e	dhap
C12126	dhcrm_cho_c	dhcrm_cho
C06126	digalside_cho_g	digalside_cho
C00364	dtmp_n	dtmp
C06135	ga2_cho_g	ga2_cho
C04922	gal14acglcgalgluside_cho_g	gal14acglcgalgluside_cho
C06273	gal14acglcgalgluside_cho_g	gal14acglcgalgluside_cho
C03272	gbside_cho_g	gbside_cho
C00093	glyc3p_x	glyc3p
C02037	glygly_e	glygly
C06138	gt1a_cho_e	gt1a_cho
C00051	gthrd_x	gthrd
C00249	hdca_l	hdca
C00135	his__L_l	his__L
C00768	his__L_l	his__L
C01146	hop_c	hop
C00137	inost_r	inost
C19891	inost_r	inost
C20826	ivcrn_e	ivcrn
C01724	lanost_x	lanost
C01595	lnlc_l	lnlc
C06427	lnlnca_l	lnlnca
C00083	malcoa_r	malcoa
C00088	no2_n	no2
C00712	ocdcea_l	ocdcea
C00712	ocdcea_m	ocdcea
C05981	pail345p_cho_g	pail345p_cho
C05981	pail345p_cho_n	pail345p_cho
C04637	pail45p_cho_m	pail45p_cho
C01194	pail_cho_g	pail_cho
C01194	pail_cho_n	pail_cho
C01134	pan4p_e	pan4p
C00053	paps_n	paps
C00157	pchol_cho_g	pchol_cho
C00344	pglyc_cho_c	pglyc_cho
C02737	ps_cho_c	ps_cho
C02737	ps_cho_r	ps_cho
C00831	ptth_e	ptth
C00376	retinal_r	retinal
C00473	retinol_r	retinol
C17276	retinol_r	retinol
C05335	selmeth_n	selmeth
C00065	ser__L_g	ser__L
C00716	ser__L_g	ser__L
C05824	slfcys_e	slfcys
C00412	stcoa_n	stcoa
C00422	tag_cho_e	tag_cho
C00101	thf_r	thf
C00043	uacgam_r	uacgam
C02530	xolest2_cho_e	xolest2_cho
C21382	mththf_p	mththf
C01389	phytol_c	phytol
C06250	btnCCP_c	btnCCP
C00666	26dap_LL_h	26dap_LL
C04236	3c4mop_h	3c4mop
C01005	pser__L_m	pser__L
C00345	6pgc_m	6pgc
C00624	acglu_h	acglu
C00437	acorn_h	acorn
C04411	3c2hmp_h	3c2hmp
C00826	Largn_h	Largn
C00999	focytb5_m	focytb5
C00041	ala__L_h	ala__L
C01401	ala__L_h	ala__L
C04618	3hbutACP_m	3hbutACP
C05751	toct2eACP_m	toct2eACP
C04619	3hdecACP_m	3hdecACP
C05762	3opalmACP_m	3opalmACP
C00249	hdca_m	hdca
C00263	hom__L_m	hom__L
C03089	5mtr_m	5mtr
C00341	grdp_m	grdp
C00018	pydx5p_h	pydx5p
C00073	met__L_h	met__L
C01733	met__L_h	met__L
C01650	trnaser_h	trnaser
C01643	trnahis_h	trnahis
C01652	trnatrp_h	trnatrp
C00120	btn_h	btn
C00008	adp_l	adp
C02592	HC02192_x	HC02192
C03990	HC02191_x	HC02191
C00570	cdpea_e	cdpea
C00328	Lkynr_e	Lkynr
C00346	ethamp_e	ethamp
C06314	C06314_e	C06314
C05961	CE0955_e	CE0955
C08278	subeac_e	subeac
C01586	bgly_m	bgly
C05598	pheacgly_e	pheacgly
C00272	thbpt_e	thbpt
C04917	core4_e	core4
C00248	lpam_e	lpam
C01161	34dhpha_e	34dhpha
C04373	ahandrostan_e	ahandrostan
C03852	CE2209_e	CE2209
C01029	n8aspmd_e	n8aspmd
C00143	mlthf_e	mlthf
C00612	N1aspmd_e	N1aspmd
C00232	sucsal_e	sucsal
C01227	dhea_e	dhea
C00468	estrone_e	estrone
C15519	xol25oh_e	xol25oh
C00628	HC00460_e	HC00460
C14828	CE2047_e	CE2047
C00354	fdp_e	fdp
C01110	5a2opntn_e	5a2opntn
C00792	arg__D_e	arg__D
C00060	Rtotal_g	Rtotal
C00162	Rtotal_g	Rtotal
C02403	Rtotal_g	Rtotal
C01120	sph1p_n	sph1p
C06425	arach_r	arach
C01530	ocdca_r	ocdca
C00490	itacon_e	itacon
C00037	gly_r	gly
C00054	pap_r	pap
C00080	h_i	h
C00689	tre6p_e	tre6p
C04919	lipidA_p	lipidA
C05898	uaagmda_p	uaagmda
C05998	3hivcoa_c	3hivcoa
C01182	rb15bp_x	rb15bp
C01271	3haACP_h	3haACP
C05811	2ohph_m	2ohph
C05812	2omph_m	2omph
C05810	2oph_m	2oph
C00673	2dr5p_x	2dr5p
C00199	ru5p__D_x	ru5p__D
C00062	arg__L_x	arg__L
C02385	arg__L_x	arg__L
C00412	strcoa_x	strcoa
C01101	ru5p__L_x	ru5p__L
C00144	gmp_r	gmp
C02934	3dsphgn_r	3dsphgn
C06000	hibcoa_m	hibcoa
C11838	dhptd_e	dhptd
C01909	dtbt_e	dtbt
C01020	6hnac_e	6hnac
C00810	actn__R_p	actn__R
C00423	cinnm_p	cinnm
C10438	cinnm_p	cinnm
C00489	glutar_p	glutar
C00544	hgentis_p	hgentis
C00954	ind3ac_p	ind3ac
C00739	lys__D_p	lys__D
C00166	phpyr_p	phpyr
C01359	pqqh2_p	pqqh2
C00196	23dhb_e	23dhb
C00234	10fthf_c	10fthf
C02917	12ppd__S_c	12ppd__S
C03340	23dhdp_c	23dhdp
C02780	25dkglcn_c	25dkglcn
C00680	26dap__M_c	26dap__M
C01302	2cpr5p_c	2cpr5p
C00672	2dr1p_c	2dr1p
C04752	2mahmp_c	2mahmp
C04225	2mcacn_c	2mcacn
C00109	2obut_c	2obut
C00631	2pg_c	2pg
C01144	3hbcoa_c	3hbcoa
C05262	3hddcoa_c	3hddcoa
C05268	3hhcoa_c	3hhcoa
C01013	3hpp_c	3hpp
C05259	3ohdcoa_c	3ohdcoa
C16216	3ohodcoa_c	3ohodcoa
C05261	3otdcoa_c	3otdcoa
C19945	3oxdhscoa_c	3oxdhscoa
C01279	4ahmmp_c	4ahmmp
C01468	4crsol_c	4crsol
C00233	4mop_c	4mop
C04327	4mpetz_c	4mpetz
C04352	4ppcys_c	4ppcys
C00429	56dura_c	56dura
C01268	5apru_c	5apru
C00679	5dh4dglc_c	5dh4dglc
C01300	6hmhpt_c	6hmhpt
C04807	6hmhptpp_c	6hmhptpp
C01236	6pgl_c	6pgl
C20957	LalaDglu_c	LalaDglu
C02983	Nmtrp_c	Nmtrp
C16831	Nmtrp_c	Nmtrp
C00332	aacoa_c	aacoa
C00024	accoa_c	accoa
C04133	acg5p_c	acg5p
C00140	acgam_c	acgam
C04256	acgam1p_c	acgam1p
C02130	acmalt_c	acmalt
C00270	acnam_c	acnam
C19910	acnam_c	acnam
C11514	aconm_c	aconm
C06508	adocbi_c	adocbi
C00498	adpglc_c	adpglc
C06510	agdpcbi_c	agdpcbi
C00179	agm_c	agm
C06010	alac__S_c	alac__S
C01487	all__D_c	all__D
C00499	alltt_c	alltt
C04425	amob_c	amob
C00020	amp_c	amp
C01260	ap4a_c	ap4a
C06187	arbt6p_c	arbt6p
C03406	argsuc_c	argsuc
C16186	ascb6p_c	ascb6p
C03402	asntrna_c	asntrna
C01478	aso4_c	aso4
C11215	aso4_c	aso4
C00049	asp__L_c	asp__L
C16433	asp__L_c	asp__L
C00441	aspsa_c	aspsa
C05519	athr__L_c	athr__L
C00877	b2coa_c	b2coa
C20749	bbtcoa_c	bbtcoa
C00169	cbp_c	cbp
C01413	cd2_c	cd2
C12622	cenchddd_c	cenchddd
C21152	chtbs6p_c	chtbs6p
C00698	cl_c	cl
C01327	cl_c	cl
C00055	cmp_c	cmp
C00010	coa_c	coa
C15025	crn__D_c	crn__D
C00380	csn_c	csn
C04114	ctbt_c	ctbt
C00063	ctp_c	ctp
C00070	cu2_c	cu2
C00793	cys__D_c	cys__D
C03125	cystrna_c	cystrna
C01037	dann_c	dann
C15556	db4p_c	db4p
C00881	dcyt_c	dcyt
C01832	ddcacoa_c	ddcacoa
C00362	dgmp_c	dgmp
C15809	dhgly_c	dhgly
C03657	dhna_c	dhna
C05925	dhpmp_c	dhpmp
C04044	dhpppn_c	dhpppn
C05649	dhptdn_c	dhptdn
C01345	ditp_c	ditp
C03114	dmbzid_c	dmbzid
C04332	dmlz_c	dmlz
C04346	dtdp4addg_c	dtdp4addg
C00364	dtmp_c	dtmp
C01346	dudp_c	dudp
C00526	duri_c	duri
C05821	enter_c	enter
C00469	etoh_c	etoh
C01352	fadh2_c	fadh2
C00067	fald_c	fald
C01099	fc1p_c	fc1p
C14819	fe3_c	fe3
C06227	fe3hox_c	fe3hox
C04376	fgam_c	fgam
C00061	fmn_c	fmn
C00095	fru_c	fru
C01496	fru_c	fru
C05003	fru_c	fru
C10906	fru_c	fru
C16488	frulys_c	frulys
C00103	g1p_c	g1p
C00118	g3p_c	g3p
C00661	g3p_c	g3p
C00333	galur_c	galur
C03838	gar_c	gar
C01181	gbbtn_c	gbbtn
C00035	gdp_c	gdp
C01222	gdpddman_c	gdpddman
C00096	gdpmann_c	gdpmann
C15700	ggbutal_c	ggbutal
C00031	glc__D_c	glc__D
C00818	glcr_c	glcr
C00191	glcur_c	glcur
C00064	gln__L_c	gln__L
C00303	gln__L_c	gln__L
C00025	glu__L_c	glu__L
C00302	glu__L_c	glu__L
C03741	glu1sa_c	glu1sa
C03287	glu5p_c	glu5p
C00577	glyald_c	glyald
C00116	glyc_c	glyc
C00182	glycogen_c	glycogen
C02412	glytrna_c	glytrna
C07838	gmhep1p_c	gmhep1p
C07836	gmhep7p_c	gmhep7p
C19882	gmhep7p_c	gmhep7p
C01261	gp4g_c	gp4g
C00387	gsn_c	gsn
C00127	gthox_c	gthox
C05730	gtspmd_c	gtspmd
C00242	gua_c	gua
