ec_number	bigg_reaction_id
1.11.1.8	THYPX
2.8.2.1	TRIODTHYSULT
2.7.1.28	TRIOK
1.4.3.21	TRYPTAOX
1.4.3.22	TRYPTAOX
1.4.3.4	TRYPTAOX
1.4.3.5	TRYPTAOX
1.4.3.6	TRYPTAOX
1.5.3.17	TRYPTAOX
5.3.99.5	TXASr
4.1.1.25	TYRCBOX
4.1.1.28	TYRCBOX
1.14.18.1	TYRDOPO
2.4.1.17	UDPGNP
3.2.1	UDPGNP
2.7.4.14	UMPKm
2.7.4.22	UMPKm
2.7.4.4	UMPKm
2.7.4.13	URIDK2m
2.7.4.4	URIDK2m
2.7.4.9	URIDK2m
1.14.13.159	VITD3Hm
6.2.1.7	VLCSp
1.17.3.2	XAO2x
1.1.3.8	R03184_PLUS_R00647
1.1.1.103	R01465m
2.7.2.-	2PGK
3.8.1.8	ATRZCH
3.6.3	CA2abc
3.6.3.8	CA2abc
4.6.1.-	CDPGS
2.7.7.M12	CF3Sa
2.7.7.M12	CF3Sg
2.7.1.147	GK_adp
6.3.2.33	H4MPTGL_atp
2.7.8.28	LPFPLT
2.1.1.246	MCMMT
2.1.1.90	MCMMT
1.1.1.299	MDHi2
1.1.1.37	MDHi2
1.1.1.299	MDHy
1.1.1.82	MDHy
2.1.1.247	MMAMT
2.1.1.248	MMAMT
3.6.1.15	NTP8
3.6.1.39	NTP8
3.6.1.39	NTP9
3.6.1.5	NTP9
2.7.1.146	PFK_adp
5.3.1.29	RBPI
1.1.1.310	SLDxi2
4.1.1.79	SPDC
3.2.1.52	AHEXASE3
2.6.1.12	ASPTA6
3.2.1.21	BGLA
3.2.1.74	BGLA
5.1.3.3	GALM2
1.4.1.2	GDH1
1.4.1.3	GDH1
1.4.1.4	GDH1
2.1.2.5	GLUFT
1.1.1.27	MCLORi
1.1.1.11	MNLDH2
1.1.1.67	MNLDH2
1.1.1.255	MNLDHr
1.6.3.1	NOX
1.6.3.3	NOX
1.1.1	ALCD4y
1.1.1.-	ALCD4y
1.1.1.1	ALCD4y
1.1.1.188	ALCD4y
1.1.1.2	ALCD4y
1.1.1.21	ALCD4y
1.4.1.21	ASPO2y
1.2.1.10	BTCOARx
1.2.1.57	BTCOARx
1.2.1.87	BTCOARx
1.7.1.10	HAMR
1.7.99.1	HAMR
3.4.16.4	MDDCP1ex
3.4.16.4	MDDCP4ex
3.4.16.4	MDDCP5ex
3.6.3.30	FE3abch
1.16.3.1	FEROt
3.6.3.15	NA1ATPasem
3.6.3.7	NA1ATPasem
6.1.1.7	ALATL
1.4.3.16	ASPOm
1.4.3.2	ASPOm
2.6.1.1	ASPATh
3.5.99.6	G6PDA_1
5.1.3.5	UA4E
3.5.3.6	ARGDI
1.14.13.39	NOS
1.14.13.39	NOS2_1
2.1.3.3	OCTh
2.1.3.3	OCTm
1.10.3.3	ASCBOR
1.8.5.1	GTHDHu
6.3.2.1	PBAL
3.5.1.6	BUPN
3.5.2.2	DHPD
1.14.13.13	CADMO
5.4.99.8	CAS
2.7.7.60	CMS
2.1.1.142	CYARTMT
2.1.1.41	CYARTMT
1.3.1.72	DSMSTOLR
2.5.1.29	GGPS_1
5.3.3.2	IDIh
1.17.1.2	IDS2
4.6.1.12	MCS
1.14.13.132	SMO
1.14.14.17	SMO
1.14.99.7	SMO
5.5.1.24	TCYD
2.1.1.95	TMTG
1.3.1.72	ZYMSTR
1.1.1.330	3OACOAR
2.3.1.199	3OACOAS
1.3.1	ECOAR
1.3.1.38	ECOAR
1.3.1.93	ECOAR
3.1.2.2	FACOAE1836Z9Z12Z
2.2.1.6	APLh
2.2.1.6	APLm
1.2.1.10	BNORh
1.2.1.57	BNORh
1.2.1.87	BNORh
1.1.1	BTS
1.1.1.-	BTS
1.1.1	BTS_nadph
1.1.1.-	BTS_nadph
1.1.1.1	BTS_nadph
1.1.1.188	BTS_nadph
1.1.1.2	BTS_nadph
1.1.1.21	BTS_nadph
4.2.1.55	HBCHLR
1.1.1.157	HBCO_nadp
1.1.1.35	HBCO_nadp
1.1.1.157	HBCO_nadp_m
1.1.1.35	HBCO_nadp_m
4.1.2	FBA3hi
4.1.2.13	FBA3hi
2.7.9.1	PPDKh
4.1.1.39	RBPCh
1.14.13.90	ANXANOR
5.5.1.19	LCYA
2.5.1.47	ACSERSULLm
2.5.1.-	SHSL2h
2.5.1.48	SHSL2h
2.5.1.48	SHSL4h
4.2.99.9	SHSL4h
4.3.1	SHSL4h
2.6.1.1	AATC
2.5.1.47	CYSS_trdrd
2.5.1.49	CYSS_trdrd
4.2.99.8	CYSS_trdrd
2.3.1.30	SAT
2.3.1.30	SATm
1.2.3.1	CITALALDOR
1.14.13.-	LIDOMO
1.14.14.1	LIDOMO
3.1.1.1	MEGLYXYLAMH
1.3.1.2	5FLURAOR
2.4.2.10	5FLURAPRT
1.6.2.4	CYTP450R
2.4.2.8	TGUAPRT
2.3.1.-	3HAD120_1
2.3.1.85	3HAD120_1
2.3.1.86	3HAD120_1
4.2.1.58	3HAD120_1
4.2.1.59	3HAD120_1
4.2.1.60	3HAD120_1
4.2.1.61	3HAD120_1
2.3.1.-	3HAD180_1
4.2.1.-	3HAD180_1
4.2.1.61	3HAD180_1
4.2.1.61	3HAD181_1
2.3.1.-	3HAD60_1
2.3.1.85	3HAD60_1
2.3.1.86	3HAD60_1
4.2.1.58	3HAD60_1
4.2.1.59	3HAD60_1
1.1.1.100	3OAR100_1
2.3.1.-	3OAR100_1
2.3.1.85	3OAR100_1
2.3.1.86	3OAR100_1
1.1.1.100	3OAR120_1
2.3.1.-	3OAR120_1
2.3.1.85	3OAR120_1
2.3.1.86	3OAR120_1
1.1.1.100	3OAR181_1
1.1.1.100	3OAR60_1
2.3.1.-	3OAR60_1
2.3.1.85	3OAR60_1
2.3.1.86	3OAR60_1
2.3.1.86	3OAS120_1
2.3.1.86	3OAS160_1
2.3.1.179	3OAS181_1
2.3.1.-	ACOATA_1
2.3.1.179	ACOATA_1
2.3.1.180	ACOATA_1
2.3.1.38	ACOATA_1
2.3.1.41	ACOATA_1
2.3.1.85	ACOATA_1
2.3.1.86	ACOATA_1
6.3.4.14	BTNC
6.4.1.1	BTNC
2.3.1.86	EAR120y_1
2.3.1.86	EAR140y_1
1.3.1.10	EAR160y_1
1.3.1.9	EAR180x_1
1.3.1.9	EAR181x_1
1.3.1.10	EAR181y_1
2.3.1.86	EAR40y_1
2.3.1.86	EAR60y_1
2.3.1.86	EAR80y_1
3.1.2.21	FA100ACPHi_1
3.1.2.14	FA140ACPHi_1
3.1.2.14	FA181ACPHi
2.3.1.-	KAS14_1
2.3.1.179	KAS14_1
2.3.1.180	KAS14_1
2.3.1.41	KAS14_1
2.3.1.85	KAS14_1
2.3.1.86	KAS14_1
2.3.1.9	ACACT3m
2.3.1.16	ACACT4m
2.3.1.9	ACACT4m
2.3.1.9	ACACT5m
2.3.1.16	ACACT6m
2.3.1.9	ACACT6m
1.3.1.38	ACOAR3m
1.3.1.8	ACOAR3m
1.3.1.38	ACOAR5m
1.3.1.8	ACOAR5m
4.2.1.17	ECOAH2m
4.2.1.74	ECOAH2m
4.2.1.17	ECOAH7m
4.2.1.74	ECOAH7m
1.1.1.211	HACD4m
1.1.1.35	HACD4m
1.1.1.211	HACD5m
1.1.1.35	HACD5m
1.1.1.211	HACD7m
1.1.1.35	HACD7m
6.2.1.20	AACPS1_1
6.2.1.20	AACPS3_1
6.2.1.20	AACPS6_1
2.3.1.16	ACACT2
2.3.1.9	ACACT2
1.3.99.3	ACOA100OR
1.3.3.6	ACOA120OR
1.3.8.7	ACOA120OR
1.3.8.8	ACOA120OR
1.3.99.-	ACOA120OR
1.3.99.3	ACOA120OR
1.3.3.6	ACOA140OR
1.3.8.7	ACOA140OR
1.3.8.8	ACOA140OR
1.3.8.9	ACOA140OR
1.3.99.-	ACOA140OR
1.3.99.3	ACOA140OR
1.3.3.6	ACOA40OR
1.3.8.1	ACOA40OR
1.3.8.7	ACOA40OR
1.3.99.-	ACOA40OR
1.3.99.3	ACOA40OR
1.6.2.4	CYTP450Rh
4.2.1.17	ECOAH3_1
4.2.1.74	ECOAH3_1
1.1.1.211	HACD2_1
1.1.1.35	HACD2_1
6.3.2.17	10FTHFGLULL
6.3.2.17	10FTHFGLULLm
3.1.3.1	AKP1_1
3.5.4.16	GTPCI_2
2.7.1.1	AM6PTh
2.7.1.7	AM6PTh
4.1.2.13	FPGPL
2.7.1.105	PFK26_1
1.1.1.2	SBTRh
1.1.1.21	SBTRh
3.2.1.22	GGGH
2.4.1.67	GRGT
2.4.1.123	IAGT
3.2.1.22	MLGH
3.2.1.22	OAGMIG
3.2.1	RGH
3.2.1.22	RGH
3.2.1.20	SGHA
3.2.1.26	SGHA
3.2.1.48	SGHA
1.4.1.13	GAM
1.4.7.1	GAM
3.5.1.2	GAM
3.5.1.38	GAM
4.3.3.6	GAM
6.3.4.2	GAM
6.3.5.2	GAM
6.3.5.4	GAM
6.3.5.5	GAM
1.8.1.7	GDR
1.8.1.7	GDRm
2.4.2.14	PRDPARh
1.4.1.2	GDHm
1.4.1.3	GDHm
1.4.1.4	GDHm
6.3.2.3	GTHS_1
6.3.1.2	GALh
6.3.1.2	GALm
1.4.1.14	GLUS
1.4.1.2	GDH
1.4.1.3	GDH
1.4.1.4	GDH
1.4.1.13	GDH_nadp
1.4.1.3	GDH_nadp
1.4.1.4	GDH_nadp
1.8.4.9	GTHAMPOR
1.8.4.9	GTHAMPORh
1.8.4.9	GTHAMPORm
1.8.4.2	GTHPDSOR
2.7.1.107	DAGK160h
1.1.1.8	G3PD1
1.1.1.94	G3PD1
1.1.1.94	G3PD2_1
1.4.3.21	AMO
1.4.3.4	AMO
1.4.3.6	AMO
2.3.1.29	GLYATx
2.3.1.37	GLYATx
1.4.4.2	GLYDHD
2.7.1.31	GLYPT
2.6.1.4	GLYTA_1
2.6.1.44	GLYTA_1
6.1.1.14	GLYTLm
2.7.1.39	HSK_1
3.1.3.18	PGLYCPh
3.1.3.3	PSP
4.1.2.48	THRA_1
4.1.2.5	THRA_1
4.2.3.1	THRS_1
2.7.2.4	ASPK_1
3.6.1.7	ACPh
4.2.1.11	ENOm
4.1.2.13	FBAf
4.1.2.13	FBAm
5.1.3.15	G6PIh
5.3.1.9	G6PIh
1.2.1.12	GAPDHf
1.2.1.59	GAPDHf
1.2.1.12	GAPDHm
1.2.1.59	GAPDHm
2.7.1.1	GLUKA
2.7.1.2	GLUKA
2.7.1.1	GLUKAh
2.7.1.2	GLUKAh
5.3.1.9	PGIA
5.3.1.9	PGIBh
5.4.2.2	PGMTh
5.4.2.5	PGMTh
1.2.4.1	PDHam1hi
2.2.1.6	PDHam1hi
4.1.1.1	PDHam1hi
1.2.4.1	PDHam1mi
2.2.1.6	PDHam1mi
4.1.1.1	PDHam1mi
1.8.1	PDHe3hr
1.8.1.4	PDHe3hr
2.7.2.3	PGKm
2.7.1.40	PYKm
4.1.1.1	PDCh
1.5.1.15	MTHFCx
3.5.4.9	MTHFCx
4.1.1.2	OXADCm
3.1.3.18	PGLYCPx
1.13.11	RBCh_1
4.1.1.39	RBCh_1
4.1.1.22	HDC
4.1.1.28	HDC
3.1.3.15	HPh
3.5.4.19	PRACHh
5.3.1.16	PRICIh
5.5.1.4	MI3PSB
1.1.1.-	13HODEOR
1.13.11.54	ACDO
4.4.1.14	ACPCS
3.3.1.1	ADSHm
2.5.1.49	AHAL
2.5.1.49	AHHST
2.1.1.37	DMT
2.1.1.14	MS
2.5.1.16	APAPTm
3.6.1.43	DOLDPP
6.3.5.1	DNGALh
3.6.1.22	NPH
3.6.1.9	NPH
3.5.1.4	AMID_1
3.5.1.49	FORA
1.4.1.13	GLUS_nadph
1.7.1.1	NITR
1.7.1.2	NITR
1.7.7.1	NO2R
1.14.11	PROAKGOX1
1.14.11.2	PROAKGOX1
1.5.1.3	DHFR2i
2.1.2.2	FGFTh
2.1.2.2	FGFTm
1.5.1.3	FOLR2_1
6.3.3.2	FTCL
2.1.1.13	METSm
2.1.2.10	MTAM
2.1.2.10	MTAM_nh4
1.5.1.20	MTHFO
1.5.1.20	MTHFO_nadp
2.7.8.7	ACPS1h
2.7.1.33	APCPT
2.7.1.33	APNPT
2.7.1.34	APNPT
1.1.1.383	DMORh
1.1.1.86	DMORh
2.1.2.11	MTMOHT
6.3.2.1	PBALm
2.2.1.6	PPATDh
2.7.1.12	GNKh
3.1.1.31	PGLh
2.2.1.2	TAh
5.1.3.1	RPEh
5.3.1.6	RPIh
2.2.1.1	TKT1h
2.2.1.1	TKT2h
2.4.2.18	ANTPPT
4.1.3.27	ATNS_nh4
4.2.3.5	CHRS
4.1.2.8	G3PL
4.2.1.20	G3PL
4.1.1.48	IGPS_1
2.6.1.1	POATh
2.6.1.5	POATh
2.6.1.57	POATh
2.6.1.9	POATh
1.3.1.12	PPOR_1
4.2.1.20	SERH
2.7.1.71	SKK
4.2.1.122	TRPS2h
4.2.1.20	TRPS2h
1.3.5.1	SUCDHh
1.2.1	ABOR
1.2.1.3	ABOR
1.4.3.10	PTOR
1.4.3.22	PTOR
1.4.3.6	PTOR
1.3.1.24	BILIRED_1
3.1.1.14	CHLASE
2.5.1	CHLASG
2.5.1.62	CHLASG
2.5.1.62	CHLASP
2.5.1.62	CHLBSP
4.99.1.1	FCLT_1
1.16.3.1	FERO
1.2.1.70	GLUTRR_1
4.4.1.17	HEMELh
2.5.1.-	HEMEOSm_1
1.14.13.81	MPMECY2
1.3.3.4	PPPGO_1
4.99.1.4	SHCHF_1
2.1.1.107	UPP3MT_1
4.2.1.75	UPP3S_1
2.7.2.15	APPTh
2.7.2.15	APPTm
4.2.1.116	HPHL
4.2.1.17	HPHL
4.1.1.9	MCDC
2.3.1	PCFPTm
2.3.1.54	PCFPTm
1.3.1.-	PCNOn
1.3.1.84	PCNOn
2.3.1.222	PCPPTh
2.3.1.8	PCPPTh
2.3.1.222	PCPPTm
2.3.1.8	PCPPTm
6.2.1.17	PPACOALh
2.7.1.25	AASPh
2.7.1.25	AASPm
2.7.7.53	ADATT
4.6.1.1	ADECn
2.7.1.40	AGPOP
2.7.1.40	AGPOPm
2.7.4.11	ATDAMh
2.7.4.13	ATDAMh
2.7.4.3	ATDAMh
2.7.4.11	ATDAMm
2.7.4.13	ATDAMm
2.7.4.3	ATDAMm
2.7.4.6	ATDGDm
2.7.4.6	ATGDm
3.6.1.15	ATPPHm
3.6.1.3	ATPPHm
3.6.1.5	ATPPHm
3.6.1.8	ATPPHm
3.6.3.1	ATPPHm
3.6.3.10	ATPPHm
3.6.3.11	ATPPHm
3.6.3.12	ATPPHm
3.6.3.14	ATPPHm
3.6.3.15	ATPPHm
3.6.3.16	ATPPHm
3.6.3.17	ATPPHm
3.6.3.18	ATPPHm
3.6.3.19	ATPPHm
3.6.3.2	ATPPHm
3.6.3.20	ATPPHm
3.6.3.21	ATPPHm
3.6.3.22	ATPPHm
3.6.3.23	ATPPHm
3.6.3.24	ATPPHm
3.6.3.25	ATPPHm
3.6.3.26	ATPPHm
3.6.3.27	ATPPHm
3.6.3.28	ATPPHm
3.6.3.29	ATPPHm
3.6.3.3	ATPPHm
3.6.3.30	ATPPHm
3.6.3.31	ATPPHm
3.6.3.32	ATPPHm
3.6.3.33	ATPPHm
3.6.3.34	ATPPHm
3.6.3.35	ATPPHm
3.6.3.36	ATPPHm
3.6.3.37	ATPPHm
3.6.3.38	ATPPHm
3.6.3.39	ATPPHm
3.6.3.4	ATPPHm
3.6.3.40	ATPPHm
3.6.3.41	ATPPHm
3.6.3.42	ATPPHm
3.6.3.43	ATPPHm
3.6.3.44	ATPPHm
3.6.3.46	ATPPHm
3.6.3.47	ATPPHm
3.6.3.48	ATPPHm
3.6.3.49	ATPPHm
3.6.3.5	ATPPHm
3.6.3.50	ATPPHm
3.6.3.51	ATPPHm
3.6.3.52	ATPPHm
3.6.3.53	ATPPHm
3.6.3.54	ATPPHm
3.6.3.6	ATPPHm
3.6.3.7	ATPPHm
3.6.3.8	ATPPHm
3.6.3.9	ATPPHm
3.6.4.1	ATPPHm
3.6.4.10	ATPPHm
3.6.4.11	ATPPHm
3.6.4.12	ATPPHm
3.6.4.13	ATPPHm
3.6.4.2	ATPPHm
3.6.4.3	ATPPHm
3.6.4.4	ATPPHm
3.6.4.5	ATPPHm
3.6.4.6	ATPPHm
3.6.4.7	ATPPHm
3.6.4.8	ATPPHm
3.6.4.9	ATPPHm
2.7.1.40	DAPOP
3.6.1.11	GDTP
3.6.1.40	GDTP
6.3.5.2	GMPS_glu_m
2.4.2.22	GPAR
2.4.2.7	GPAR
2.4.2.8	GPAR
2.7.6.5	GTPDPK_1
2.7.1.40	GTPOPm
4.6.1.1	GUAC
4.6.1.2	GUAC
4.6.1.1	GUACn
4.6.1.2	GUACn
3.5.4.3	GUAD_1
3.5.2.17	HIUH
3.6.1.5	IDPA
3.6.1.6	IDPA
3.6.1.64	IDPA
1.1.1.205	IMPDm
6.3.4.13	PPRGL
6.3.4.13	PPRGLh
4.1.1.21	PRAIC
4.1.1.21	PRAICh
6.3.2.6	PRAISh
6.3.3.1	PRFGCL
6.3.3.1	PRFGCLh
3.5.3.9	UGAH
2.1.3.2	ASPCT_1
3.6.1.5	CDPPH
3.6.1.6	CDPPH
2.7.1.48	DGTCY
3.5.2.3	DHR
1.3.99.11	DHROm
3.6.1	DTPH
3.6.1.5	DTPH
2.7.1.48	DTTUP
6.3.5.5	HCGALm
2.7.1.48	ITCY
2.7.1.48	UTCY
2.7.2.1	ACKrh
2.7.2.15	ACKrh
2.7.2.1	ACKrm
2.7.2.15	ACKrm
1.1.1.1	ALCDH_nadp_hi
1.1.1.184	ALCDH_nadp_hi
1.1.1.2	ALCDH_nadp_hi
1.1.1.21	ALCDH_nadp_hi
1.1.1.71	ALCDH_nadp_hi
2.3.1.54	PFLACTm
1.12.7.2	HYDA
1.12.99.-	HYDA
1.12.7.2	HYDAm
1.12.99.-	HYDAm
1.1.1.-	CRETINOLOR2
2.3.1.76	CRETINOLPMTACT
1.1.1.-	TRETINOLOR2
1.1.1.300	TRETINOLOR2
2.3.1.76	TRETINOLPMTACT
1.1.1.193	AUNOR
2.5.1.48	ACHMSSELCYSLh
2.5.1.47	ACSERLm
2.5.1	PHOMSELCYSL
4.4.1.8	SELCYSTL
2.5.1.48	SUCHMSSELCYSLh
2.7.9.3	SLDK
3.1.3.4	SBPP3
1.3.99.-	SGOR
3.2.1.28	AATHB
2.4.1.15	UG6PGT
2.4.1.15	UG6PGTn
5.1.3.6	UGE
2.7.7.27	GLPThi
1.8.3.1	SULO
4.2.1.3	ACONTx
1.1.1.299	MDHf
1.1.1.37	MDHf
1.1.1.299	MDHh
1.1.1.37	MDHh
4.1.1.49	PPCKm
5.2.1.2	MAAIn
3.5.1.54	ALPHm
6.3.4.6	URCB
4.2.1.9	DHAD_3mob_h
4.2.1.9	DHADh
1.1.1.86	KARI_23dhmp
2.3.1.168	DHRT_2mbcoa
2.3.1.168	DHRT_ibcoa
4.1.3.4	HMGL_1
6.4.1.4	MCTC
1.2.4.4	MOD
1.2.4.4	MOD_3mop
1.2.4.4	MOD_4mop
2.6.1.42	BCTA_glu_h
2.6.1.6	BCTA_glu_h
2.6.1.67	BCTA_glu_h
2.6.1.42	BCTAh
1.4.3	PYDXO_1
1.4.3.5	PYDXO_1
3.1.4.16	23CN2P2
3.1.4.16	23CN2P3
3.1.3.6	3NUCLE2
1.3.99.2	ACOAD20
1.1.1	ACOAD4_1
1.3.99.3	ACOAD4_1
3.5.1.14	ACODA_1
3.5.1.16	ACODA_1
1.1.1.372	ALCD19_L
2.7.3.3	ARGKr
3.5.3.1	ARGN_1
3.2.1.21	BG_MADG
2.8.1.6	BTS_1
1.1.99.1	CHOLD2
2.5.1.47	CYSS_2
2.5.1.65	CYSS_2
4.2.1.150	ECOAH1_1
4.2.1.17	ECOAH1_1
4.2.1.55	ECOAH1_1
4.2.1.17	ECOAH5_1
4.2.1.74	ECOAH5_1
6.2.1.3	FACOAL180_2
1.5.1.30	FLVR_1
1.5.1.41	FLVR_1
2.1.2.9	FMETTRS_1
4.2.1.42	GALCTD_1
3.2.1.22	GALS1
3.2.1.22	GALS4
3.2.1.26	GALS4
4.1.1.47	GLXCBL
2.7.1.12	GNKr
1.1.1.35	HACD1_1
3.1.2.4	HIBHr
1.1.1	HOXPRx
1.1.1.60	HOXPRx
2.6.1.9	HSTPTr
3.2.1.52	HXAD
2.4.2.-	IG3PS_1
4.1.3.-	IG3PS_1
4.3.2.M2	IG3PS_1
3.5.2	IZPN_1
3.5.2.7	IZPN_1
6.3.2.28	LAAL36
2.4.1.8	MPL
2.7.1.23	NADK1
2.7.1.23	NADK3
3.6.3.15	NAabcO
3.6.3.7	NAabcO
2.6.1.13	ORNTA_1
2.3.1.35	ORNTAC_1
5.4.2.6	PGMT_B
3.5.4.19	PRAMPC_1
6.3.5.3	PRFGS_1
3.6.3.32	PROLBabc
4.4.1.21	RHCYS
4.1.1.15	SALADC2
4.1.1.29	SALADC2
4.99.1.4	SHCHF_2
2.5.1.-	SHSL2
2.5.1.48	SHSL2
4.1.1.73	TARTDC
1.4.1.23	VALDHr
1.4.1.9	VALDHr
2.1.1.4	ACSOMT
2.1.1.4	ACSRTNMT
1.1.1.77	ALCD21_D
1.1.1.21	ALCD22_L
1.1.1.6	ALCD22_L
1.1.1.78	ALCD22_L
1.4.1.13	GLUDym
1.4.1.3	GLUDym
1.4.1.4	GLUDym
3.1.6.2	STS2
3.1.6.2	STS2r
3.1.6.2	STS3
3.1.6.2	STS4
2.4.1.95	UGT1A2r
2.4.1.17	UGT1A3r
2.4.1.17	UGT1A4r
2.4.1.17	UGT1A5r
2.4.1.17	UGT1A7r
2.4.1.17	UGT1A8r
3.6.3.8	SK_ca2_c
3.6.3.8	CA2t
1.8.1.15	DM_nadh
2.6.1.7	3HKYNAKGATm
2.7.1.20	ADNK1n
2.7.1.74	ADNK1n
2.7.1.25	ADSKn
4	AGXT2L2
4.2.3.134	AGXT2L2
2.4.1.79	B3GALT3g_cho
2.4.1.62	B3GALT43g_cho
1.3.1.24	BILIRED2
3.1.1.13	CHOLESTle
2.7.3.2	CKc_cho
1.9.3.1	CYOOm2_cho
1.14.13.159	CYP2R1
2.7.1.145	DADNKn
2.7.1.74	DADNKn
2.7.1.76	DADNKn
3.6.1.19	DATPDPm
3.6.1.9	DATPDPm
3.6.1.12	DCTPDPm
3.6.1.65	DCTPDPm
3.6.1.9	DCTPDPm
3.6.1.12	DCTPDPn
3.6.1.65	DCTPDPn
3.6.1.9	DCTPDPn
1.1.1.50	DHDDH
1.3.1.20	DHDDH
3.6.1.43	DOLDPPer
2.7.4.12	DTMPKm
2.7.4.13	DTMPKm
2.7.4.9	DTMPKm
3.6.1.19	DTTPDPn
3.6.1.9	DTTPDPn
6.2.1.24	FAOXC16Brx
1.16.3.1	FEROc
3.7.1.20	FUMAH
3.7.1.5	FUMAH
2.4.1.69	FUT14g_cho
2.4.1.65	FUT31g_cho
2.4.1.152	FUT91g_cho
2.4.1.152	FUT92g_cho
2.4.1.152	FUT93g_cho
2.4.1.131	G12MT1_cho
2.8.2.11	GAL3ST12_cho
3.2.1.45	GBAl_cho
3.2.1.62	GBAl_cho
2.4.1.141	GLCNACT_cho
1.1.3.8	GULOer
4.2.1.1	HCO3Ee
4.1.3.4	HMGLr
1.4.3.2	ILEOX
2.6.1.7	KYNAKGATm
3.4.11.1	LEUGLYHYc
1.4.3.2	METOX
2.7.4.21	MINOHPKn
2.4.2.12	NMNSn
2.3.1.13	PHACCOAGLYACm
2.3.1.192	PHACCOAGLYACm
3.1.3.64	PI34P3P
3.1.3.67	PI34P3P
3.1.3.66	PI34P4Pn_cho
3.1.3.64	PI3P3Pn_cho
3.1.3.67	PI3P3Pn_cho
2.7.1	PI3P4K_cho
2.7.1.149	PI3P4K_cho
2.7.1.68	PI3P4K_cho
2.7.1.153	PI45P3K_cho
3.1.3.66	PI45P4P_cho
3.1.3.78	PI45P4P_cho
2.7.1.154	PI4P3K_cho
2.7.1.154	PI4P3Kn_cho
2.7.1.68	PI4P5K_cho
2.7.1.149	PI5P4Kn_cho
2.7.1.137	PIK3_cho
2.7.1.154	PIK3_cho
2.7.1.137	PIK3n_cho
2.7.1.154	PIK3n_cho
2.7.1.67	PIK4n_cho
2.7.1.150	PIK5n_cho
2.7.8	PSSA1_cho
2.7.7.3	PTPATe
2.1.1.103	RE0066C
2.1.1.16	RE0066C
2.1.1.71	RE0066C
3.1.2.2	RE0344M
1.1.1.330	RE0570C
1.3.1.93	RE0572N
1.1.1.330	RE0574C
2.3.1.199	RE0580R
1.1.1.211	RE0581R
1.1.1.330	RE0581R
1.3.1	RE0583N
1.3.1.38	RE0583N
1.3.1.93	RE0583N
2.6.1.82	RE0691C
3.2.1.20	RE0935E
2.3.1.57	RE1238X
2.7.1.150	RE1441G
2.7.1.150	RE1441R
3.1.3.66	RE1447M
3.1.3.78	RE1447M
3.1.3.66	RE1447N
3.1.3.78	RE1447N
1.5.3.13	RE1537C
1.5.3.17	RE1537C
1.5.3.13	RE1537X
1.5.3.17	RE1537X
1.5.3.13	RE1539C
1.5.3.17	RE1539C
1.5.3.13	RE1539X
1.5.3.17	RE1539X
2.1.1.6	RE1630R
1.1.1.1	RE1711C_2
1.1.1.181	RE1796C
1.14.13.17	RE1803C
3.1.2.27	RE1835C
3.1.2.27	RE1835M
2.3.1.65	RE1845C
3.1.4.16	RE1860E
3.4.22.40	RE1933C
2.3.1.1	RE2030M
2.6.1.42	RE2034C
2.1.1.27	RE2124C
2.1.1.278	RE2133C
1.14.13.-	RE2235C
1.14.14.1	RE2235C
1.14.13.-	RE2235R
1.14.14.1	RE2235R
1.14.13.126	RE2240C
2.1.1.6	RE2386C
1.14.13.30	RE2387R
1.3.1.21	RE2410C
2.7.1.149	RE2972R
2.7.1.150	RE2974G
2.7.1.150	RE2974R
1.14.14.1	RE3013R
2.1.1.16	RE3511C
2.1.1.71	RE3511C
2.1.1.16	RE3511R
2.1.1.71	RE3511R
2.7.7.4	SADTn
2.7.9.3	SELNPS_cho
5.1.1.10	SERR
5.1.1.18	SERR
2.4.99.4	ST3GAL23g_cho
2.4.99.6	ST3GAL61g_cho
2.4.99.8	ST8SIA56g_cho
1.4.3.2	TRPOX
2.4.1.80	UGCG_cho
1.17.3.2	XAO2
1.1.1.179	XYLOR
3.2.1.52	r0013
1.16.3.1	r0016
1.8.1.10	r0027
6.2.1.1	r0068
1.2.1.88	r0074
1.5.1.12	r0074
1.1.1.42	r0082
1.1.1.42	r0083
3.5.1.111	r0085
3.5.1.3	r0085
3.5.1.111	r0086
3.5.1.3	r0086
3.6.1.5	r0139
3.6.1.6	r0139
1.2.4.2	r0163
3.6.1.8	r0166
3.6.1.9	r0166
1.1.1.27	r0173
1.3.1.1	r0331
2.7.1.1	r0354
1.2.4.1	r0383
3.2.1.10	r0390
1.2.1.3	r0393
1.1.1.153	r0402
1.1.1.42	r0423
1.1.1.42	r0424
2.6.1.39	r0450
1.2.4.2	r0451
2.3.3.10	r0463
3.4.13.18	r0466
3.4.13.20	r0466
3.4.13.3	r0466
1.5.1.9	r0525
1.2.1.19	r0548
1.2.1.5	r0548
2.3.1.61	r0556
2.3.1.61	r0557
1.2.1.29	r0558
1.2.3.1	r0558
1.2.1.29	r0559
1.2.3.1	r0559
3.1.2.17	r0571
4.1.1.30	r0580
3.1.2.4	r0596
2.3.1.168	r0604
4.1.1.36	r0614
2.3.1.65	r0629
2.3.1.65	r0630
1.2.1.3	r0643
2.3.2.2	r0648
6.2.1.3	r0650
6.2.1.7	r0650
6.2.1.3	r0651
6.2.1.7	r0651
2.7.1.33	r0679
2.7.1.33	r0680
