bigg_reaction_id	stoichiometry	product_bigg_id
RE0579X	1	lgnc_x
RE0580L	1	3ohodcoa_l
RE0580L	1	co2_l
RE0580L	1	coa_l
RE0581C	1	CE2248_c
RE0581C	1	nadp_c
RE0582N	1	h2o_n
RE0582N	1	od2coa_n
RE0688E	1	CE1935_e
RE0688E	1	h2o2_e
RE0688E	1	nh4_e
RE0688X	1	CE1935_x
RE0688X	1	h2o2_x
RE0688X	1	nh4_x
RE0689E	1	CE1940_e
RE0689E	1	h2o2_e
RE0689E	1	nh4_e
RE0689X	1	CE1940_x
RE0689X	1	h2o2_x
RE0689X	1	nh4_x
RE0690X	1	CE1943_x
RE0690X	1	h2o2_x
RE0690X	1	nh4_x
RE0702E	1	CE2011_e
RE0702E	1	h2o_e
RE0702M	1	CE2011_m
RE0702M	1	h2o_m
RE0702N	1	CE2011_n
RE0702N	1	h2o_n
RE0827E	1	CE1936_e
RE0827E	1	h2o2_e
RE0827E	1	nh4_e
RE0827X	1	CE1936_x
RE0827X	1	h2o2_x
RE0827X	1	nh4_x
RE0828C	1	CE1939_c
RE0828C	1	h2o2_c
RE0828C	1	nh4_c
RE0828X	1	CE1939_x
RE0828X	1	h2o2_x
RE0828X	1	nh4_x
RE0920R	1	CE2877_r
RE0920R	1	h_r
RE0920R	1	udp_r
RE0921R	1	CE2878_r
RE0921R	1	h_r
RE0921R	1	udp_r
RE0923R	1	CE2880_r
RE0923R	1	h_r
RE0923R	1	udp_r
RE0924R	1	CE2885_r
RE0924R	1	h_r
RE0924R	1	udp_r
RE0926C	1	fru_c
RE0926C	1	maltttr_c
RE0926E	1	glc__D_e
RE0926E	1	maltttr_e
RE0927R	1	CE2887_r
RE0927R	1	h_r
RE0927R	1	udp_r
RE0928R	1	CE2888_r
RE0928R	1	h_r
RE0928R	1	udp_r
RE0936C	1	CE4722_c
RE0936C	1	ile__L_c
RE0938C	1	CE4724_c
RE0938C	1	phe__L_c
RE0944C	1	fru_c
RE0944C	1	malthx_c
RE0944E	1	glc__D_e
RE0944E	1	malthx_e
RE0958C	1	CE2838_c
RE0958C	1	fru_c
RE1062C	1	CE2862_c
RE1062C	1	CE2863_c
RE1062M	1	CE2862_m
RE1062M	1	CE2863_m
RE1063C	1	CE2751_c
RE1063C	1	CE2890_c
RE1064C	1	CE2751_c
RE1064C	1	CE4753_c
RE1064C	1	CE4754_c
RE1077C	1	CE0737_c
RE1077C	1	CE1243_c
RE1077C	1	h_c
RE1096C	1	ac_c
RE1096C	1	andrstndn_c
RE1096C	1	h2o_c
RE1096C	1	nadp_c
RE1134M	1	ac_m
RE1134M	1	dhea_m
RE1134M	1	h2o_m
RE1134M	1	nadp_m
RE1236C	1	CE1059_c
RE1236C	1	coa_c
RE1236C	1	h_c
RE1240C	1	C03413_c
RE1240C	1	coa_c
RE1240C	1	h_c
RE1266C	1	CE2028_c
RE1266C	1	co2_c
RE1308M	1	CE2201_m
RE1308M	1	h2o_m
RE1308M	1	nadp_m
RE1309C	1	CE2202_c
RE1309C	1	h2o_c
RE1309C	1	nad_c
RE1309M	1	CE2202_m
RE1309M	1	h2o_m
RE1309M	1	nad_m
RE1310C	1	CE2203_c
RE1310C	1	h2o2_c
RE1310M	1	CE2203_m
RE1310M	1	h2o2_m
RE1311C	1	CE2204_c
RE1311C	1	h2o2_c
RE1342C	1	glc__D_c
RE1342C	1	h_c
RE1342C	1	nadh_c
RE1448R	1	pail_cho_r
RE1448R	1	pi_r
RE1473C	1	CE0469_c
RE1473C	1	cgly_c
RE1525C	1	CE2422_c
RE1525C	1	h_c
RE1525C	1	nadh_c
RE1527C	1	CE0693_c
RE1527C	1	h_c
RE1527C	1	nadh_c
RE1530C	1	dgdp_c
RE1530C	1	dump_c
RE1530C	1	h_c
RE1530M	1	dgdp_m
RE1530M	1	dump_m
RE1530M	1	h_m
RE1538C	1	3aap_c
RE1538C	1	N1aspmd_c
RE1538C	1	h2o2_c
RE1538X	1	3aap_x
RE1538X	1	N1aspmd_x
RE1538X	1	h2o2_x
RE1587C	1	C05298_c
RE1587C	1	h2o_c
RE1587C	1	nadp_c
RE1587L	1	C05298_l
RE1587L	1	h2o_l
RE1587L	1	nadp_l
RE1587R	1	C05298_r
RE1587R	1	h2o_r
RE1587R	1	nadp_r
RE1627C	1	CE2183_c
RE1627C	1	ahcys_c
RE1627C	1	h_c
RE1628C	1	CE2186_c
RE1628C	1	ahcys_c
RE1628C	1	h_c
RE1629C	1	CE2189_c
RE1629C	1	ahcys_c
RE1629C	1	h_c
RE1630C	1	C05299_c
RE1630C	1	ahcys_c
RE1630C	1	h_c
RE1631C	1	CE2184_c
RE1631C	1	ahcys_c
RE1631C	1	h_c
RE1635M	1	CE5239_m
RE1635R	1	CE5239_r
RE1635X	1	CE5239_x
RE1651C	2.0	CE5277_c
RE1651C	1	nadp_c
RE1653C	2.0	CE5278_c
RE1653C	1	h_c
RE1653C	1	nadp_c
RE1700C	1	CE5251_c
RE1700C	4.0	h_c
RE1700C	4.0	o2s_c
RE1702C	1	CE5249_c
RE1702C	4.0	h_c
RE1702C	4.0	o2s_c
RE1796M	1	h_m
RE1796M	1	nadh_m
RE1796M	1	xol7aone_m
RE1806C	1	CE1272_c
RE1806C	1	h2o_c
RE1806C	1	nadp_c
RE1806R	1	CE1272_r
RE1806R	1	h2o_r
RE1806R	1	nadp_r
RE1808R	1	CE1273_r
RE1808R	1	h2o_r
RE1808R	1	nadp_r
RE1809R	1	CE1277_r
RE1809R	1	h2o_r
RE1809R	1	nadp_r
RE1811C	1	CE1279_c
RE1811C	1	h2o_c
RE1811C	1	nadp_c
RE1811R	1	CE1279_r
RE1811R	1	h2o_r
RE1811R	1	nadp_r
RE1815M	1	CE5242_m
RE1815R	1	CE5242_r
RE1816R	1	CE5243_r
RE1816X	1	CE5243_x
RE1817C	1	CE5244_c
RE1818C	1	CE5531_c
RE1818M	1	CE5531_m
RE1818R	1	CE5531_r
RE1818X	1	CE5531_x
RE1819C	1	CE4993_c
RE1819C	1	nadp_c
RE1819X	1	CE4993_x
RE1819X	1	nadp_x
RE1828C	1	CE3038_c
RE1828C	1	h2o_c
RE1828C	1	nadp_c
RE1829M	1	CE2345_m
RE1829M	1	h_m
RE1829M	1	nadph_m
RE1830M	1	CE1292_m
RE1830M	2.0	h_m
RE1830M	1	nadph_m
RE1834M	1	cholate_m
RE1834M	1	coa_m
RE1834M	1	h_m
RE1834X	1	cholate_x
RE1834X	1	coa_x
RE1834X	1	h_x
RE1835X	1	C02528_x
RE1835X	1	coa_x
RE1835X	1	h_x
RE1836C	1	dcholcoa_c
RE1836C	1	h2o_c
RE1836C	1	ppcoa_c
RE1846C	1	coa_c
RE1846C	1	h_c
RE1846C	1	tdechola_c
RE1897C	1	CE5586_c
RE1897C	1	h_c
RE1897C	1	nadh_c
RE1899C	1	13dampp_c
RE1899C	1	CE5588_c
RE1901R	1	CE1617_r
RE1901R	2.0	h_r
RE1901R	1	nadh_r
RE1904C	1	CE5591_c
RE1904C	1	h2o_c
RE1904C	1	nadp_c
RE1904R	1	CE5591_r
RE1904R	1	h2o_r
RE1904R	1	nadp_r
RE1905C	1	CE5592_c
RE1905C	1	h2o_c
RE1905C	1	nadp_c
RE1916C	1	CE5026_c
RE1918C	1	C09642_c
RE1918C	1	h2o_c
RE1923C	1	CE4890_c
RE1923C	1	ahcys_c
RE1923C	1	h_c
RE1927C	1	C06350_c
RE1927C	1	h2o_c
RE1938C	1	CE1761_c
RE1938C	1	h2o_c
RE1938C	1	nadp_c
RE1938R	1	CE1761_r
RE1938R	1	h2o_r
RE1938R	1	nadp_r
RE1941R	1	CE5653_r
RE1941R	3.0	h2o_r
RE1941R	2.0	nadp_r
RE1942C	1	CE5654_c
RE1942C	3.0	h2o_c
RE1942C	2.0	nadp_c
RE1944C	1	CE5656_c
RE1944C	1	ppi_c
RE1952X	1	CE2568_x
RE1956C	1	CE2569_c
RE1956R	1	CE2569_r
RE1957G	1	adp_g
RE1957G	1	h_g
RE1957G	1	pail345p_cho_g
RE1957R	1	adp_r
RE1957R	1	h_r
RE1957R	1	pail345p_cho_r
RE2048N	1	CE2566_n
RE2048N	1	h2o_n
RE2049C	1	CE1957_c
RE2049C	2.0	h_c
RE2050R	1	CE5700_r
RE2051C	1	C13856_c
RE2051C	1	pi_c
RE2067C	1	glyc_c
RE2067C	1	h_c
RE2067C	1	prostge2_c
RE2078M	1	HC02203_m
RE2078M	1	h2o_m
RE2081C	1	CE2065_c
RE2081C	1	coa_c
RE2081C	1	h_c
RE2111M	1	CE2026_m
RE2111M	1	coa_m
RE2111M	1	h_m
RE2112C	1	dchac_c
RE2112C	1	h_c
RE2112C	1	nadph_c
RE2112C	1	o2_c
RE2122C	1	CE2176_c
RE2122C	1	ahcys_c
RE2122C	1	h_c
RE2130C	1	CE2172_c
RE2130C	1	h2o_c
RE2132C	1	CE2174_c
RE2132C	1	h2o_c
RE2140C	1	CE5754_c
RE2141C	1	CE5755_c
RE2146R	1	CE2958_r
RE2146R	1	udp_r
RE2149R	1	CE2962_r
RE2149R	1	h_r
RE2149R	1	udp_r
RE2152C	1	CE2955_c
RE2152C	3.0	h_c
RE2152C	2.0	nadh_c
RE2154C	1	CE2211_c
RE2154C	1	nad_c
RE2203C	1	CE5776_c
RE2221M	1	CE1294_m
RE2221M	1	h2o_m
RE2221M	1	nad_m
RE2249C	1	CE2964_c
RE2249C	1	h2o_c
RE2249C	1	nadp_c
RE2251C	1	CE5014_c
RE2251C	1	h2o_c
RE2269C	1	CE5788_c
RE2269C	1	leu__L_c
RE2269C	1	phe__L_c
RE2269E	1	CE5788_e
RE2269E	1	leu__L_e
RE2269E	1	phe__L_e
RE2270E	1	CE5789_e
RE2270E	1	leu__L_e
RE2272C	1	CE5795_c
RE2272C	1	CE5796_c
RE2273C	1	CE5798_c
RE2273C	1	leu__L_c
RE2292C	1	4mop_c
RE2292C	1	h_c
RE2292C	1	nadh_c
RE2306E	1	5oxpro_e
RE2306E	1	CE5820_e
RE2318X	1	CE5241_x
RE2319C	1	CE5240_c
RE2319R	1	CE5240_r
RE2319X	1	CE5240_x
RE2327C	1	CE5022_c
RE2327C	1	q10h2_c
RE2335C	1	CE1937_c
RE2335C	2.0	h_c
RE2335C	1	nadh_c
RE2346C	1	CE2577_c
RE2346C	1	h2o_c
RE2360C	1	CE4936_c
RE2360C	1	coa_c
RE2360C	1	h_c
RE2373C	1	CE5022_c
RE2375C	1	CE5838_c
RE2375C	1	h2o2_c
RE2387C	1	CE5842_c
RE2387C	1	h2o_c
RE2387C	1	nadp_c
RE2405R	1	CE5854_r
RE2405R	1	udp_r
RE2426C	1	6hoxmelatn_c
RE2426C	2.0	h_c
RE2427M	1	CE4968_m
RE2427M	1	coa_m
RE2427M	1	h_m
RE2429M	1	CE4969_m
RE2429M	1	coa_m
RE2429M	1	h_m
RE2439C	3.0	fna5moxam_c
RE2439C	2.0	h2o_c
RE2443M	1	CE3092_m
RE2443M	1	h2o_m
RE2444C	1	CE5865_c
RE2444C	1	CE5866_c
RE2445C	1	CE5868_c
RE2445C	1	CE5869_c
RE2445E	1	CE5868_e
RE2445E	1	CE5869_e
RE2452C	1	CE5016_c
RE2459C	1	lipoate_c
RE2459C	1	lys__L_c
RE2474C	1	C07486_c
RE2474C	1	fald_c
RE2474C	1	h2o_c
RE2474C	1	nadp_c
RE2477C	1	C09209_c
RE2477C	1	ahcys_c
RE2477C	1	h_c
RE2493C	1	C06453_c
RE2493C	1	ahcys_c
RE2493C	4.0	h_c
RE2513C	1	CE4633_c
RE2513C	1	h2o_c
RE2513E	1	CE4633_e
RE2513E	1	h2o_e
RE2513L	1	CE4633_l
RE2513L	1	h2o_l
RE2513N	1	CE4633_n
RE2513N	1	h2o_n
RE2514C	1	CE4881_c
RE2514C	1	h2o_c
RE2514E	1	CE4881_e
RE2514E	1	h2o_e
RE2514L	1	CE4881_l
RE2514L	1	h2o_l
RE2514N	1	CE4881_n
RE2514N	1	h2o_n
RE2520C	2.0	CE5541_c
RE2520C	1	h_c
RE2520C	1	nadp_c
RE2521C	2.0	CE5542_c
RE2521C	1	h_c
RE2521C	1	nadp_c
RE2522X	1	CE5546_x
RE2523C	1	CE5547_c
RE2523X	1	CE5547_x
RE2524X	1	CE5544_x
RE2525C	1	CE5545_c
RE2525X	1	CE5545_x
RE2541E	1	CE1926_e
RE2541E	1	glcur_e
RE2541E	1	h_e
RE2562C	1	CE6205_c
RE2562C	1	ahcys_c
RE2562C	1	h_c
RE2594C	1	CE2949_c
RE2594C	1	h_c
RE2596C	1	CE2947_c
RE2596C	1	glu__L_c
RE2596C	1	h2o_c
RE2622R	1	CE2616_r
RE2622R	1	h_r
RE2622R	1	udp_r
RE2626C	2.0	h_c
RE2626C	1	nadph_c
RE2626C	1	thcholstoic_c
RE2633C	1	CE1274_c
RE2633C	1	h_c
RE2633C	1	nadph_c
RE2635R	1	CE1589_r
RE2635R	1	amp_r
RE2635R	1	ppi_r
RE2640C	1	ac_c
RE2640C	1	met__L_c
RE2642C	1	ac_c
RE2642C	1	ala__L_c
RE2655R	1	retinal_cis_13_r
RE2658C	1	CE1617_c
RE2658R	1	CE1617_r
RE2659R	1	13_cis_retn_r
RE2660C	1	CE2705_c
RE2660N	1	CE2705_n
RE2675C	1	crm_cho_c
RE2675C	2.0	h2o_c
RE2675C	1	nad_c
RE2677C	1	galside_cho_c
RE2677C	1	h_c
RE2677C	1	udp_c
RE2677G	1	galside_cho_g
RE2677G	1	h_g
RE2677G	1	udp_g
RE2680C	1	galgluside_cho_c
RE2680C	1	h_c
RE2680C	1	udp_c
RE2705C	1	CE5986_c
RE2717L	1	gal_l
RE2717L	1	sphings_l
RE2718C	1	C02744_c
RE2718C	1	h_c
RE2718C	1	pap_c
RE2722C	1	C03405_c
RE2722C	1	pap_c
RE2766C	1	andrstndn_c
RE2766C	1	h_c
RE2766C	1	nadph_c
RE2768M	1	C05284_m
RE2768M	1	ac_m
RE2768M	2.0	h2o_m
RE2768M	2.0	nadp_m
RE2782C	1	CE3075_c
RE2782C	1	adp_c
RE2782C	1	h_c
RE2849C	3.0	CE6426_c
RE2849C	4.0	h2o_c
RE2850C	3.0	CE6429_c
RE2850C	4.0	h2o_c
RE2853C	3.0	CE6438_c
RE2853C	4.0	h2o_c
RE2854C	3.0	CE6420_c
RE2854C	4.0	h2o_c
RE2859C	4.0	CE6426_c
RE2859C	1	CE6446_c
RE2859C	2.0	h2o_c
RE2862C	4.0	CE6438_c
RE2862C	1	CE6451_c
RE2862C	2.0	h2o_c
RE2863C	4.0	CE6429_c
RE2863C	1	CE6450_c
RE2863C	2.0	h2o_c
RE2865C	1	CE6452_c
RE2865C	1	h2o_c
RE2868C	1	CE6456_c
RE2868C	1	dhdascb_c
RE2868C	1	h2o_c
RE2874C	1	CE6462_c
RE2874C	1	dhdascb_c
RE2874C	1	h2o_c
RE2875C	1	CE6463_c
RE2875C	1	h2o_c
RE2876C	1	CE6464_c
RE2876C	1	h2o_c
RE2877C	1	CE6465_c
RE2877C	1	h2o_c
RE2878C	1	CE6467_c
RE2878C	1	dhdascb_c
RE2878C	1	h2o_c
RE2888C	1	CE0074_c
RE2888C	1	urea_c
RE2899C	1	ascb__L_c
RE2899C	1	lipoate_c
RE2910C	1	CE0692_c
RE2910C	1	h_c
RE2910C	1	nadh_c
RE2948C	1	CE5986_c
RE2948C	1	h2o_c
RE2958C	1	CE0955_r
RE2972G	1	adp_g
RE2972G	1	h_g
RE2972G	1	pail45p_cho_g
RE2972M	1	adp_m
RE2972M	1	h_m
RE2972M	1	pail45p_cho_m
RE2973R	1	adp_r
RE2973R	1	h_r
RE2973R	1	pail35p_cho_r
RE2974N	1	adp_n
RE2974N	1	h_n
RE2974N	1	pail35p_cho_n
RE3011R	1	CE2053_r
RE3011R	1	h_r
RE3011R	1	nadh_r
RE3012M	2.0	h_m
RE3012M	1	leuktrB4wcooh_m
RE3012M	1	nadh_m
RE3013C	1	C05301_c
RE3013C	1	h2o_c
RE3013C	1	nadp_c
RE3014C	1	CE2056_c
RE3014C	1	h2o_c
RE3014C	1	nadp_c
RE3015C	1	CE3554_c
RE3015C	1	h2o_c
RE3015C	1	nadp_c
RE3015R	1	CE3554_r
RE3015R	1	h2o_r
RE3015R	1	nadp_r
RE3017R	1	CE2056_r
RE3018C	1	CE5138_c
RE3018C	1	h2o_c
RE3018C	1	nadp_c
RE3018R	1	CE5138_r
RE3018R	1	h2o_r
RE3018R	1	nadp_r
RE3019C	1	CE5139_c
RE3019C	1	h2o_c
RE3019C	1	nadp_c
RE3033N	1	CE2567_n
RE3033N	1	h2o2_n
RE3033R	1	CE2567_r
RE3033R	1	h2o2_r
RE3036N	1	CE7172_n
RE3038N	1	C06315_n
RE3038R	1	C06315_r
RE3041C	1	CE2567_c
RE3041C	1	h2o_c
RE3041C	1	nadp_c
RE3044C	2.0	C06315_c
RE3050R	2.0	h_r
RE3050R	1	nadh_r
RE3050R	1	retn_r
RE3076X	2.0	h_x
RE3076X	1	nadh_x
RE3076X	1	prist_x
RE3095C	1	CE5276_c
RE3095C	2.0	h2o_c
RE3095X	1	CE5276_x
RE3095X	2.0	h2o_x
RE3104C	1	dlnlcgcoa_c
RE3104C	1	nadp_c
RE3104R	1	dlnlcgcoa_r
RE3104R	1	nadp_r
RE3106C	1	eicostetcoa_c
RE3106C	1	nadp_c
RE3110C	1	CE4811_c
RE3110C	1	co2_c
RE3110C	1	coa_c
RE3111C	1	5adtststerone_c
RE3111C	1	nadh_c
RE3112C	1	CE4810_c
RE3112C	1	nadp_c
RE3120C	1	CE4819_c
RE3120C	1	co2_c
RE3120C	1	coa_c
RE3122C	1	CE4821_c
RE3122C	1	h2o_c
RE3126C	1	CE4816_c
RE3126C	1	h2o_c
RE3150C	1	CE4837_c
RE3150C	1	nadp_c
RE3150R	1	CE4837_r
RE3150R	1	nadp_r
RE3151C	1	CE4833_c
RE3151C	1	co2_c
RE3151C	1	coa_c
RE3153C	1	CE4835_c
RE3153C	1	h2o_c
RE3154C	1	CE4849_c
RE3154C	1	nadp_c
RE3155C	1	CE4830_c
RE3155C	1	h2o_c
RE3161C	1	CE4841_c
RE3161C	1	co2_c
RE3161C	1	coa_c
RE3163C	1	CE4842_c
RE3163C	1	h2o_c
RE3164C	1	CE4843_c
RE3164C	1	nadp_c
RE3165C	1	CE4845_c
RE3165C	1	co2_c
RE3165C	1	coa_c
RE3168C	1	CE4847_c
RE3168C	1	nadp_c
RE3170C	1	CE4850_c
RE3170C	1	co2_c
RE3170C	1	coa_c
RE3171C	1	CE4848_c
RE3171C	1	nadp_c
RE3172C	1	CE4852_c
RE3172C	1	h2o_c
RE3173C	1	CE4855_c
RE3173C	1	nadp_c
RE3173R	1	CE4855_r
RE3173R	1	nadp_r
RE3174C	1	CE4851_c
RE3174C	1	co2_c
RE3174C	1	coa_c
RE3176C	1	CE4853_c
RE3176C	1	h2o_c
RE3176R	1	CE4853_r
RE3176R	1	h2o_r
RE3201C	1	CE1562_c
RE3201C	1	h2o2_c
RE3225R	1	CE5152_r
RE3225R	1	co2_r
RE3225R	1	coa_r
RE3226C	1	CE5156_c
RE3226C	1	co2_c
RE3226C	1	coa_c
RE3227C	1	CE5148_c
RE3227C	1	nadp_c
RE3228C	1	CE5150_c
RE3228C	1	h2o_c
RE3229C	1	CE5151_c
RE3229C	1	nadp_c
RE3229R	1	CE5151_r
RE3229R	1	nadp_r
RE3230C	1	CE5153_c
RE3230C	1	nadp_c
RE3232C	1	CE5155_c
RE3232C	1	nadp_c
RE3233C	1	CE6316_c
RE3233C	1	h2o_c
RE3235C	1	CE5158_c
RE3235C	1	h2o_c
RE3238C	1	CE2510_c
RE3238C	1	coa_c
RE3238C	1	h_c
RE3241R	1	CE5160_r
RE3241R	1	co2_r
RE3241R	1	coa_r
RE3242R	1	CE5161_r
RE3242R	1	nadp_r
RE3243C	1	CE5162_c
RE3243C	1	h2o_c
RE3244C	1	nadp_c
RE3244C	1	odecoa_c
RE3244R	1	nadp_r
RE3244R	1	odecoa_r
RE3258C	1	CE2049_c
RE3259C	1	CE2047_c
RE3259R	1	CE2047_r
RE3260R	1	CE2305_r
RE3260R	1	h_r
RE3260R	1	udp_r
RE3261R	1	CE2303_r
RE3261R	1	h_r
RE3261R	1	udp_r
RE3263C	1	CE6317_c
RE3263C	2.0	h_c
RE3265R	1	CE2304_r
RE3265R	1	h_r
RE3265R	1	udp_r
RE3273C	1	h_c
RE3273C	1	inost_c
RE3273C	1	pa_cho_c
RE3273R	1	h_r
RE3273R	1	inost_r
RE3273R	1	pa_cho_r
RE3287C	1	C14770_c
RE3287C	1	fad_c
RE3287C	1	h2o_c
RE3287R	1	C14770_r
RE3287R	1	fad_r
RE3287R	1	h2o_r
RE3288C	1	C14769_c
RE3288C	1	fad_c
RE3288C	1	h2o_c
RE3295C	1	CE6219_c
RE3301G	1	h_g
RE3301G	1	pa_cho_g
RE3301G	1	ser__L_g
RE3301R	1	h_r
RE3301R	1	pa_cho_r
RE3301R	1	ser__L_r
RE3307M	1	CE5349_m
RE3307M	1	h_m
RE3307M	1	nadph_m
RE3307X	1	CE5349_x
RE3307X	1	h_x
RE3307X	1	nadph_x
RE3308M	1	CE5343_m
RE3308M	1	nadp_m
RE3334M	1	CE5347_m
RE3334M	1	h2o2_m
RE3335M	1	CE5348_m
RE3335M	1	amp_m
RE3335M	1	ppi_m
RE3335R	1	CE5348_r
RE3335R	1	amp_r
RE3335R	1	ppi_r
RE3335X	1	CE5348_x
RE3335X	1	amp_x
RE3335X	1	ppi_x
RE3336X	1	CE5346_x
RE3336X	1	accoa_x
RE3337M	1	CE5344_m
RE3338C	1	CE5345_c
RE3338C	1	h_c
RE3338C	1	nadh_c
RE3340M	1	CE5331_m
RE3340M	1	h_m
RE3340M	1	nadh_m
RE3341M	1	CE5341_m
RE3341M	1	h2o2_m
RE3342M	1	CE5337_m
RE3342M	1	accoa_m
RE3343M	1	CE5319_m
RE3343M	1	coa_m
RE3343M	1	h_m
RE3344M	1	CE5329_m
RE3344X	1	CE5329_x
RE3345X	1	CE5342_x
RE3345X	1	amp_x
RE3345X	1	ppi_x
RE3367X	1	CE1943_x
RE3367X	1	h2o2_x
RE3367X	1	nh4_x
RE3381E	1	CE1925_e
RE3381E	1	glcur_e
RE3381E	1	h_e
RE3409C	1	CE6415_c
RE3413C	1	CE6506_c
RE3417C	1	C08261_c
RE3417C	1	CE6506_c
RE3417C	1	h_c
RE3421M	1	CE4876_m
RE3421R	1	CE4876_r
RE3422C	1	CE5304_c
RE3422C	1	h2o_c
RE3423C	1	CE4877_c
RE3423C	1	h2o_c
RE3430C	1	CE5944_c
RE3430C	1	nadp_c
RE3431C	1	CE4988_c
RE3432M	1	CE4988_m
RE3432M	1	nadp_m
RE3432X	1	CE4988_x
RE3432X	1	nadp_x
RE3435R	1	CE5946_r
RE3435R	1	h2o_r
RE3435R	1	nadp_r
RE3436R	1	CE5945_r
RE3436R	1	h2o_r
RE3436R	1	nadp_r
RE3443X	1	CE5967_x
RE3443X	1	accoa_x
RE3444C	1	CE5968_c
RE3444C	1	coa_c
RE3444C	1	h_c
RE3446M	1	CE5969_m
RE3446M	1	amp_m
RE3446M	1	ppi_m
RE3447M	1	CE5971_m
RE3447X	1	CE5971_x
RE3448C	1	CE5966_c
RE3448C	1	h_c
RE3448C	1	nadh_c
RE3448M	1	CE5966_m
RE3448M	1	h_m
RE3448M	1	nadh_m
RE3448X	1	CE5966_x
RE3448X	1	h_x
RE3448X	1	nadh_x
RE3464C	1	CE7144_c
RE3464C	1	h2o_c
RE3464C	1	nadp_c
RE3464R	1	CE7144_r
RE3464R	1	h2o_r
RE3464R	1	nadp_r
RE3469C	1	CE5178_c
RE3470C	1	CE7097_c
RE3470C	1	h_c
RE3470C	1	nadph_c
RE3470X	1	CE7097_x
RE3470X	1	h_x
RE3470X	1	nadph_x
RE3474C	1	CE5815_c
RE3474C	1	h2o_c
RE3474C	1	nadp_c
RE3475N	2.0	CE7096_n
RE3485C	1	CE6508_c
RE3486C	1	CE7079_c
RE3486C	1	h2o_c
RE3488C	1	CE7091_c
RE3488X	1	CE7091_x
RE3491C	1	CE7083_c
RE3492C	1	CE7084_c
RE3493C	1	CE7085_c
RE3493C	1	h2o_c
RE3495C	1	CE7086_c
RE3496C	1	HC02213_c
RE3498N	1	CE7109_n
RE3498N	1	h2o_n
RE3498R	1	CE7109_r
RE3498R	1	h2o_r
RE3499C	1	CE7114_c
RE3500C	1	CE7113_c
RE3500R	1	CE7113_r
RE3500X	1	CE7113_x
RE3501C	1	CE7112_c
RE3501R	1	CE7112_r
RE3502X	1	CE7111_x
RE3502X	1	h_x
RE3502X	1	nadph_x
RE3503C	1	CE7110_c
RE3503C	1	h2o_c
RE3506C	1	CE7115_c
RE3506C	1	h2o_c
RE3506C	1	nadp_c
RE3506R	1	CE7115_r
RE3506R	1	h2o_r
RE3506R	1	nadp_r
RE3511M	1	ahcys_m
RE3511M	1	pchol_cho_m
RE3513N	2.0	leuktrB4_n
RE3514C	1	CE6247_c
RE3514C	1	h2o_c
RE3514C	1	nadp_c
RE3515C	1	acryl_c
RE3515C	1	ch4s_c
RE3518C	1	CE6248_c
RE3518C	1	h2o_c
RE3518C	1	nadp_c
RE3518R	1	CE6248_r
RE3518R	1	h2o_r
RE3518R	1	nadp_r
RE3519C	1	C04843_c
RE3519R	1	C04843_r
RE3519X	1	C04843_x
RE3520C	1	C04849_c
RE3520E	1	C04849_e
RE3520M	1	C04849_m
RE3521R	1	CE6250_r
RE3522R	1	CE6251_r
RE3522R	1	h2o_r
RE3522R	1	nadp_r
RE3525M	2.0	leuktrB4_m
RE3525N	2.0	leuktrB4_n
RE3525R	2.0	leuktrB4_r
RE3525X	2.0	leuktrB4_x
RE3526X	2.0	CE7097_x
RE3532R	1	CE6241_r
RE3534C	1	CE6243_c
RE3534M	1	CE6243_m
RE3534R	1	CE6243_r
RE3535R	1	CE6240_r
RE3535R	1	h2o_r
RE3536C	1	CE6245_c
RE3536C	1	nadp_c
RE3551X	1	CE5994_x
RE3551X	1	h_x
RE3551X	1	nadh_x
RE3552X	1	CE5995_x
RE3552X	2.0	h_x
RE3552X	1	nadh_x
RE3554C	1	CE6235_c
RE3556C	1	HC02206_c
RE3560X	1	CE6185_x
RE3560X	1	coa_x
RE3560X	1	h_x
RE3561X	1	CE6186_x
RE3561X	1	h2o2_x
RE3562C	1	CE6182_c
RE3562C	1	amp_c
RE3562C	1	ppi_c
RE3563M	1	CE6187_m
RE3565C	1	HC02204_c
RE3567C	1	HC02205_c
RE3571C	1	CE6232_c
RE3571R	1	CE6232_r
RE3573X	1	CE6226_x
RE3573X	1	nad_x
RE3574X	1	CE6193_x
RE3574X	1	coa_x
RE3574X	1	h_x
RE3577X	1	CE6190_x
RE3577X	1	amp_x
RE3577X	1	ppi_x
RE3583X	1	CE6226_x
RE3587C	1	prostge1_c
RE3596M	1	CE5976_m
RE3596M	1	nadp_m
RE3629C	1	CE2088_c
RE3629C	1	coa_c
RE3629C	1	h_c
RE3633C	1	CE7218_c
RE3633C	1	nh4_c
RE3636C	1	CE7101_c
RE3636C	1	h_c
RN0001C	1	C05708_c
RN0001C	1	h2o_c
RN0001C	1	nadp_c
RN0001R	1	C05708_r
RN0001R	1	h2o_r
RN0001R	1	nadp_r
RN0002R	1	h_r
RN0002R	1	selmeth_r
RN0002R	1	thf_r
RN0013C	1	CE5536_c
RN0013C	5.0	h_c
RN0014R	1	CE5538_r
RN0014R	5.0	h_r
RN0020C	1	CN0012_c
RN0020C	1	h2o_c
RN0020C	1	nadp_c
RN0020R	1	CN0012_r
RN0020R	1	h2o_r
RN0020R	1	nadp_r
