CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
map00030	K02446	belongs_2_pathway
ko00030	K02446	belongs_2_pathway
map00030	K03738	belongs_2_pathway
ko00030	K03738	belongs_2_pathway
map00030	K03841	belongs_2_pathway
ko00030	K03841	belongs_2_pathway
map00030	K04041	belongs_2_pathway
ko00030	K04041	belongs_2_pathway
map00030	K05308	belongs_2_pathway
ko00030	K05308	belongs_2_pathway
map00030	K05774	belongs_2_pathway
ko00030	K05774	belongs_2_pathway
map00030	K06151	belongs_2_pathway
ko00030	K06151	belongs_2_pathway
map00030	K06152	belongs_2_pathway
ko00030	K06152	belongs_2_pathway
map00030	K06859	belongs_2_pathway
ko00030	K06859	belongs_2_pathway
map00030	K07404	belongs_2_pathway
ko00030	K07404	belongs_2_pathway
map00030	K08093	belongs_2_pathway
ko00030	K08093	belongs_2_pathway
map00030	K08094	belongs_2_pathway
ko00030	K08094	belongs_2_pathway
map00030	K11395	belongs_2_pathway
ko00030	K11395	belongs_2_pathway
map00030	K11441	belongs_2_pathway
ko00030	K11441	belongs_2_pathway
map00030	K11529	belongs_2_pathway
ko00030	K11529	belongs_2_pathway
map00030	K11532	belongs_2_pathway
ko00030	K11532	belongs_2_pathway
map00030	K11645	belongs_2_pathway
ko00030	K11645	belongs_2_pathway
map00030	K13810	belongs_2_pathway
ko00030	K13810	belongs_2_pathway
map00030	K13812	belongs_2_pathway
ko00030	K13812	belongs_2_pathway
map00030	K13831	belongs_2_pathway
ko00030	K13831	belongs_2_pathway
map00030	K13937	belongs_2_pathway
ko00030	K13937	belongs_2_pathway
map00030	K15778	belongs_2_pathway
ko00030	K15778	belongs_2_pathway
map00030	K15779	belongs_2_pathway
ko00030	K15779	belongs_2_pathway
map00030	K15916	belongs_2_pathway
ko00030	K15916	belongs_2_pathway
map00030	K16305	belongs_2_pathway
ko00030	K16305	belongs_2_pathway
map00030	K16306	belongs_2_pathway
ko00030	K16306	belongs_2_pathway
map00030	K16370	belongs_2_pathway
ko00030	K16370	belongs_2_pathway
map00030	K17463	belongs_2_pathway
ko00030	K17463	belongs_2_pathway
map00030	K17464	belongs_2_pathway
ko00030	K17464	belongs_2_pathway
map00030	K17465	belongs_2_pathway
ko00030	K17465	belongs_2_pathway
map00030	K17466	belongs_2_pathway
ko00030	K17466	belongs_2_pathway
map00030	K17467	belongs_2_pathway
ko00030	K17467	belongs_2_pathway
map00030	K17468	belongs_2_pathway
ko00030	K17468	belongs_2_pathway
map00030	K18020	belongs_2_pathway
ko00030	K18020	belongs_2_pathway
map00030	K18021	belongs_2_pathway
ko00030	K18021	belongs_2_pathway
map00030	K18022	belongs_2_pathway
ko00030	K18022	belongs_2_pathway
map00030	K18124	belongs_2_pathway
ko00030	K18124	belongs_2_pathway
map00030	K18125	belongs_2_pathway
ko00030	K18125	belongs_2_pathway
map00030	K18126	belongs_2_pathway
ko00030	K18126	belongs_2_pathway
map00030	K18127	belongs_2_pathway
ko00030	K18127	belongs_2_pathway
map00030	K18128	belongs_2_pathway
ko00030	K18128	belongs_2_pathway
map00030	K18978	belongs_2_pathway
ko00030	K18978	belongs_2_pathway
map00030	K19243	belongs_2_pathway
ko00030	K19243	belongs_2_pathway
map00030	K19813	belongs_2_pathway
ko00030	K19813	belongs_2_pathway
map00030	K21071	belongs_2_pathway
ko00030	K21071	belongs_2_pathway
map00030	K21840	belongs_2_pathway
ko00030	K21840	belongs_2_pathway
map00030	K22199	belongs_2_pathway
ko00030	K22199	belongs_2_pathway
map00030	K22229	belongs_2_pathway
ko00030	K22229	belongs_2_pathway
map00030	K22345	belongs_2_pathway
ko00030	K22345	belongs_2_pathway
map00030	K22969	belongs_2_pathway
ko00030	K22969	belongs_2_pathway
map00040	K00002	belongs_2_pathway
ko00040	K00002	belongs_2_pathway
map00040	K00007	belongs_2_pathway
ko00040	K00007	belongs_2_pathway
map00040	K00008	belongs_2_pathway
ko00040	K00008	belongs_2_pathway
map00040	K00011	belongs_2_pathway
ko00040	K00011	belongs_2_pathway
map00040	K00012	belongs_2_pathway
ko00040	K00012	belongs_2_pathway
map00040	K00039	belongs_2_pathway
ko00040	K00039	belongs_2_pathway
map00040	K00040	belongs_2_pathway
ko00040	K00040	belongs_2_pathway
map00040	K00041	belongs_2_pathway
ko00040	K00041	belongs_2_pathway
map00040	K00065	belongs_2_pathway
ko00040	K00065	belongs_2_pathway
map00040	K00078	belongs_2_pathway
ko00040	K00078	belongs_2_pathway
map00040	K00594	belongs_2_pathway
ko00040	K00594	belongs_2_pathway
map00040	K00699	belongs_2_pathway
ko00040	K00699	belongs_2_pathway
map00040	K00848	belongs_2_pathway
ko00040	K00848	belongs_2_pathway
map00040	K00853	belongs_2_pathway
ko00040	K00853	belongs_2_pathway
map00040	K00854	belongs_2_pathway
ko00040	K00854	belongs_2_pathway
map00040	K00875	belongs_2_pathway
ko00040	K00875	belongs_2_pathway
