CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
K00316	1.5.99.6	ko_2_ec
K00317	1.5.8.1	ko_2_ec
K00317	1.5.8.2	ko_2_ec
K00318	1.5.5.2	ko_2_ec
K00319	1.5.98.1	ko_2_ec
K00320	1.5.98.2	ko_2_ec
K00322	1.6.1.1	ko_2_ec
K00323	1.6.1.2	ko_2_ec
K00323	7.1.1.1	ko_2_ec
K00324	1.6.1.2	ko_2_ec
K00324	7.1.1.1	ko_2_ec
K00325	1.6.1.2	ko_2_ec
K00325	7.1.1.1	ko_2_ec
K00326	1.6.2.2	ko_2_ec
K00327	1.6.2.4	ko_2_ec
K00330	7.1.1.2	ko_2_ec
K00331	7.1.1.2	ko_2_ec
K00332	7.1.1.2	ko_2_ec
K00333	7.1.1.2	ko_2_ec
K00334	7.1.1.2	ko_2_ec
K00335	7.1.1.2	ko_2_ec
K00336	7.1.1.2	ko_2_ec
K00337	7.1.1.2	ko_2_ec
K00338	7.1.1.2	ko_2_ec
K00339	7.1.1.2	ko_2_ec
K00340	7.1.1.2	ko_2_ec
K00341	7.1.1.2	ko_2_ec
K00342	7.1.1.2	ko_2_ec
K00343	7.1.1.2	ko_2_ec
K00344	1.6.5.5	ko_2_ec
K00346	7.2.1.1	ko_2_ec
K00347	7.2.1.1	ko_2_ec
K00348	7.2.1.1	ko_2_ec
K00349	7.2.1.1	ko_2_ec
K00350	7.2.1.1	ko_2_ec
K00351	7.2.1.1	ko_2_ec
K00354	1.6.99.1	ko_2_ec
K00355	1.6.5.2	ko_2_ec
K00357	1.5.1.34	ko_2_ec
K00359	1.6.5.5	ko_2_ec
K00362	1.7.1.15	ko_2_ec
K00363	1.7.1.15	ko_2_ec
K00364	1.7.1.7	ko_2_ec
K00365	1.7.3.3	ko_2_ec
K00366	1.7.7.1	ko_2_ec
K00367	1.7.7.2	ko_2_ec
K00368	1.7.2.1	ko_2_ec
K00370	1.7.5.1	ko_2_ec
K00371	1.7.5.1	ko_2_ec
K00374	1.7.5.1	ko_2_ec
K00376	1.7.2.4	ko_2_ec
K00380	1.8.1.2	ko_2_ec
K00381	1.8.1.2	ko_2_ec
K00382	1.8.1.4	ko_2_ec
K00383	1.8.1.7	ko_2_ec
K00384	1.8.1.9	ko_2_ec
K00386	1.8.2.1	ko_2_ec
K00387	1.8.3.1	ko_2_ec
K00390	1.8.4.8	ko_2_ec
K00390	1.8.4.10	ko_2_ec
K00392	1.8.7.1	ko_2_ec
K00394	1.8.99.2	ko_2_ec
K00395	1.8.99.2	ko_2_ec
K00399	2.8.4.1	ko_2_ec
K00401	2.8.4.1	ko_2_ec
K00402	2.8.4.1	ko_2_ec
K00404	7.1.1.9	ko_2_ec
K00411	7.1.1.8	ko_2_ec
K00422	1.10.3.1	ko_2_ec
K00423	1.10.3.3	ko_2_ec
K00424	7.1.1.7	ko_2_ec
K00425	7.1.1.7	ko_2_ec
K00426	7.1.1.7	ko_2_ec
K00428	1.11.1.5	ko_2_ec
K00430	1.11.1.7	ko_2_ec
K00431	1.11.1.8	ko_2_ec
K00432	1.11.1.9	ko_2_ec
K00433	1.11.1.10	ko_2_ec
K00434	1.11.1.11	ko_2_ec
K00435	1.3.98.5	ko_2_ec
K00436	1.12.1.2	ko_2_ec
K00437	1.12.2.1	ko_2_ec
K00440	1.12.98.1	ko_2_ec
K00441	1.12.98.1	ko_2_ec
K00443	1.12.98.1	ko_2_ec
K00446	1.13.11.2	ko_2_ec
K00448	1.13.11.3	ko_2_ec
K00449	1.13.11.3	ko_2_ec
K00450	1.13.11.4	ko_2_ec
K00451	1.13.11.5	ko_2_ec
K00452	1.13.11.6	ko_2_ec
K00453	1.13.11.11	ko_2_ec
K00454	1.13.11.12	ko_2_ec
K00455	1.13.11.15	ko_2_ec
K00456	1.13.11.20	ko_2_ec
K00457	1.13.11.27	ko_2_ec
K00458	1.13.11.31	ko_2_ec
K00459	1.13.12.16	ko_2_ec
K00460	1.13.11.33	ko_2_ec
K00461	1.13.11.34	ko_2_ec
K00462	1.13.11.39	ko_2_ec
K00463	1.13.11.52	ko_2_ec
K00464	1.13.11.75	ko_2_ec
K00466	1.13.12.3	ko_2_ec
K00467	1.13.12.4	ko_2_ec
K00468	1.13.12.2	ko_2_ec
K00469	1.13.99.1	ko_2_ec
K00471	1.14.11.1	ko_2_ec
K00472	1.14.11.2	ko_2_ec
K00473	1.14.11.4	ko_2_ec
K00474	1.14.11.8	ko_2_ec
K00475	1.14.11.9	ko_2_ec
K00476	1.14.11.16	ko_2_ec
K00477	1.14.11.18	ko_2_ec
K00478	1.14.11.65	ko_2_ec
K00480	1.14.13.1	ko_2_ec
K00481	1.14.13.2	ko_2_ec
K00483	1.14.14.9	ko_2_ec
K00484	1.5.1.36	ko_2_ec
K00485	1.14.13.8	ko_2_ec
K00486	1.14.13.9	ko_2_ec
K00487	1.14.14.91	ko_2_ec
K00488	1.14.15.15	ko_2_ec
K00489	1.14.14.23	ko_2_ec
K00490	1.14.14.1	ko_2_ec
K00491	1.14.14.47	ko_2_ec
K00492	1.14.13.212	ko_2_ec
K00494	1.14.14.3	ko_2_ec
K00495	1.14.14.44	ko_2_ec
K00496	1.14.15.3	ko_2_ec
K00497	1.14.15.4	ko_2_ec
K00498	1.14.15.6	ko_2_ec
K00499	1.14.15.7	ko_2_ec
K00500	1.14.16.1	ko_2_ec
K00501	1.14.16.2	ko_2_ec
K00502	1.14.16.4	ko_2_ec
K00503	1.14.17.1	ko_2_ec
K00504	1.14.17.3	ko_2_ec
K00505	1.14.18.1	ko_2_ec
K00507	1.14.19.1	ko_2_ec
K00508	1.14.19.3	ko_2_ec
K00509	1.14.99.1	ko_2_ec
K00510	1.14.14.18	ko_2_ec
K00511	1.14.14.17	ko_2_ec
K00512	1.14.14.19	ko_2_ec
K00512	1.14.14.32	ko_2_ec
K00513	1.14.14.16	ko_2_ec
K00514	1.3.5.6	ko_2_ec
K00515	1.13.11.63	ko_2_ec
K00516	1.14.99.55	ko_2_ec
K00518	1.15.1.1	ko_2_ec
K00520	1.16.1.1	ko_2_ec
K00521	1.16.1.7	ko_2_ec
K00522	1.16.3.2	ko_2_ec
K00523	1.17.1.1	ko_2_ec
K00524	1.17.4.1	ko_2_ec
K00525	1.17.4.1	ko_2_ec
K00526	1.17.4.1	ko_2_ec
K00527	1.17.4.2	ko_2_ec
K00528	1.18.1.2	ko_2_ec
K00528	1.19.1.1	ko_2_ec
K00529	1.18.1.3	ko_2_ec
K00531	1.18.6.1	ko_2_ec
K00532	1.12.7.2	ko_2_ec
K00533	1.12.7.2	ko_2_ec
K00534	1.12.7.2	ko_2_ec
K00537	1.20.4.1	ko_2_ec
K00541	2.1.1.1	ko_2_ec
K00542	2.1.1.2	ko_2_ec
K00543	2.1.1.4	ko_2_ec
K00544	2.1.1.5	ko_2_ec
K00545	2.1.1.6	ko_2_ec
K00546	2.1.1.8	ko_2_ec
K00547	2.1.1.10	ko_2_ec
K00548	2.1.1.13	ko_2_ec
K00549	2.1.1.14	ko_2_ec
K00550	2.1.1.71	ko_2_ec
K00551	2.1.1.17	ko_2_ec
K00551	2.1.1.71	ko_2_ec
K00552	2.1.1.20	ko_2_ec
K00553	2.1.1.28	ko_2_ec
K00554	2.1.1.228	ko_2_ec
K00555	2.1.1.215	ko_2_ec
K00555	2.1.1.216	ko_2_ec
K00556	2.1.1.34	ko_2_ec
K00557	2.1.1.35	ko_2_ec
K00558	2.1.1.37	ko_2_ec
K00559	2.1.1.41	ko_2_ec
K00560	2.1.1.45	ko_2_ec
K00561	2.1.1.184	ko_2_ec
K00562	2.1.1.49	ko_2_ec
K00562	2.1.1.96	ko_2_ec
K00563	2.1.1.187	ko_2_ec
K00564	2.1.1.172	ko_2_ec
K00565	2.1.1.56	ko_2_ec
K00566	2.8.1.13	ko_2_ec
K00567	2.1.1.63	ko_2_ec
K00568	2.1.1.222	ko_2_ec
K00568	2.1.1.64	ko_2_ec
K00569	2.1.1.67	ko_2_ec
K00570	2.1.1.17	ko_2_ec
K00570	2.1.1.71	ko_2_ec
K00571	2.1.1.72	ko_2_ec
K00573	2.1.1.77	ko_2_ec
K00574	2.1.1.79	ko_2_ec
K00575	2.1.1.80	ko_2_ec
K00577	2.1.1.86	ko_2_ec
K00578	2.1.1.86	ko_2_ec
K00579	2.1.1.86	ko_2_ec
K00580	2.1.1.86	ko_2_ec
K00581	2.1.1.86	ko_2_ec
K00582	2.1.1.86	ko_2_ec
K00583	2.1.1.86	ko_2_ec
K00584	2.1.1.86	ko_2_ec
K00586	2.1.1.314	ko_2_ec
K00587	2.1.1.100	ko_2_ec
K00588	2.1.1.104	ko_2_ec
K00589	2.1.1.107	ko_2_ec
K00590	2.1.1.113	ko_2_ec
K00591	2.1.1.114	ko_2_ec
K00591	2.1.1.64	ko_2_ec
K00592	2.1.1.127	ko_2_ec
K00592	2.1.1.259	ko_2_ec
K00594	1.1.3.41	ko_2_ec
K00595	2.1.1.132	ko_2_ec
K00596	4.1.1.64	ko_2_ec
K00597	1.16.1.8	ko_2_ec
K00598	2.1.1.144	ko_2_ec
K00600	2.1.2.1	ko_2_ec
K00601	2.1.2.2	ko_2_ec
K00602	2.1.2.3	ko_2_ec
K00602	3.5.4.10	ko_2_ec
K00603	2.1.2.5	ko_2_ec
K00603	6.3.3.2	ko_2_ec
K00604	2.1.2.9	ko_2_ec
K00605	2.1.2.10	ko_2_ec
K00606	2.1.2.11	ko_2_ec
K00608	2.1.3.2	ko_2_ec
K00609	2.1.3.2	ko_2_ec
K00611	2.1.3.3	ko_2_ec
K00613	2.1.4.1	ko_2_ec
