ReactionID	StochCoeff	Substrates	other site
R08809	1	C17741	
R08809	1	C00223	
R10475	1	C20502	
R11342	1	C16884	
R11342	1	C00003	
R02504	1	C00001	
R02504	1	C02466	
R10417	1	C01822	
R10417	1	C00006	
R10505	1	C20657	
R10505	1	C00003	
R05853	1	C11691	
R07718	1	C00029	
R07718	1	C14536	
R00726	1	C00081	
R00726	1	C00036	
R08981	1	C00001	
R08981	1	C04637	
R08003	1	C06561	
R08003	1	C00235	
R10220	1	C00019	
R10220	1	C20446	
R12359	1	C00080	
R12359	1	C00007	
R12359	1	C00004	
R12359	1	C22105	
R00451	1	C00680	
R01445	1	C00185	
R08764	1	C01020	
R08764	1	C00080	
R08764	1	C00007	
R08764	1	C00004	
R04634	1	C00001	
R04634	1	C04884	
R06273	1	G10616	
R06273	1	G04854	
R07210	1	C01847	
R07210	1	C00007	
R07210	1	C15521	
R06074	1	C04150	
R06074	1	G10509	(n)
R06989	1	C02480	
R10537	1	C00044	
R10537	1	C03638	
R06088	1	C00001	
R06088	1	G00370	
R08578	1	C00002	
R08578	1	C16138	
R08578	1	C16139	
R09598	1	C00002	
R09598	1	C00001	
R09598	1	C00064	
R09598	1	C05773	
R01600	1	C00002	
R01600	1	C00221	
R00227	1	C00024	
R00227	1	C00001	
R00765	1	C00001	
R00765	1	C00352	
R05449	1	C07098	
R05449	1	C00007	
R05449	1	C01352	
R02687	1	C00001	
R02687	1	C00641	
R03437	1	C00024	
R03437	1	C04317	
R11717	1	C21610	
R00347	1	C03961	
R09747	1	C02094	
R09747	2	C00080	
R09747	2	C00007	
R09747	4	C00138	
R02980	1	C00002	
R02980	1	C00839	
R07141	1	C15485	
R07141	1	C00003	
R01408	1	C00488	
R12314	1	C22077	
R00966	1	C00013	
R00966	1	C00105	
R07512	1	C15858	
R01029	1	C00001	
R01029	1	C01777	
R12360	3	C00080	
R12360	3	C00007	
R12360	1	C22103	
R12360	3	C00004	
R05468	1	C06658	
R05468	1	C00007	
R05468	1	C00026	
R10224	1	C20453	
R10224	1	C00007	
R05934	1	G10611	
R05934	1	G00180	
R06145	1	G10609	
R06145	1	G00246	
R06668	1	C11923	
R06668	1	C12414	
R06402	1	C11938	
R06402	1	C00007	
R06402	1	C00028	
R06367	1	C00002	
R06367	1	C00010	
R06367	1	C11924	
R12598	1	C00002	
R12598	1	C00315	
R12598	1	C20885	
R03882	1	C02771	
R03882	1	C00003	
R08882	1	C17941	
R06375	1	C11408	
R00784	1	C00001	
R00784	1	C00997	
R00784	1	C00533	
R11770	1	C00691	
R11770	1	C00003	
R02610	1	C03238	
R02610	1	C00006	
R08537	1	C06212	
R08537	1	C00019	
R07363	1	C15606	
R07363	1	C00007	
R10912	1	C15602	
R10912	1	C00001	
R10912	1	C00071	
R00848	1	C00093	
R00848	1	C00016	
R11576	1	C21412	
R06894	1	C00001	
R06894	1	C00203	
R06894	2	C00003	
R12442	1	C22166	
R12442	1	C00007	
R12442	1	C03024	
R09164	1	C18252	
R10254	1	C00024	
R10254	1	C02646	
R03612	1	C00001	
R03612	1	C03256	
R04864	1	C00173	
R04864	1	C05973	
R06814	1	C00190	
R06814	1	C05623	
R05776	1	C00019	
R05776	1	C11522	
R03229	1	C04318	
R03229	1	C00019	
R01352	1	C00001	
R01352	1	C02112	
R06288	1	C11850	
R00747	1	C00001	
R00747	1	C03167	
R10412	1	C01126	
R10412	1	C00003	
R03556	1	C06071	
R03556	1	C00007	
R03556	1	C03024	
R10813	n	C00201	
R08733	1	C00002	
R08733	1	C04722	
R08733	1	C00010	
R08799	1	C17745	
R02584	1	C00002	
R02584	1	C00585	
R10337	1	C00119	
R10337	1	C00568	
R11860	1	C11901	
R02897	1	C00509	
R02897	1	C00029	
R11946	1	C17267	
R11946	1	C00007	
R06506	1	C06616	
R06506	1	C11919	
R09408	1	C00080	
R09408	1	C00007	
R09408	1	C06800	
R09408	1	C00005	
R11638	1	C21524	
R11638	1	C00003	
R04686	1	C05158	
R05296	1	C00001	
R05296	1	C06760	
R11397	1	C00009	
R11397	1	C21335	(n)
R08694	1	C00470	
R01172	1	C01412	
R01172	1	C00010	
R01172	1	C00003	
R04582	1	C00002	
R04582	1	C00120	
R04582	1	C04763	
R00577	1	C00064	
R00577	1	C00040	
R07202	1	C06082	
R07202	1	C00007	
R07202	1	C03024	
R02373	1	C00007	
R02373	1	C00477	
R11004	1	C00030	
R11004	1	C00007	
R11004	1	C20998	
R04981	1	C05801	
R04981	1	C00019	
R11545	1	C21184	
R11545	1	C00019	
R08094	1	C16469	
R08094	1	C00003	
R07370	1	C00007	
R07370	1	C03024	
R07370	1	C15204	
R00461	1	C00047	
R01529	1	C00199	
R09223	1	C00080	
R09223	1	C00004	
R09223	1	C18305	
R04175	1	C03239	
R08110	1	C02371	
R08110	1	C00080	
R08110	1	C00007	
R08110	1	C00004	
R03332	1	C00001	
R03332	1	C01194	
R08538	1	C02951	
R08538	1	C00019	
R00094	2	C00051	
R00094	1	C00003	
R11107	1	C21109	
R11107	2	C00080	
R11107	2	C00007	
R11107	2	C00005	
R02210	1	C00080	
R02210	1	C00007	
R02210	1	C00005	
R02210	1	C00410	
R08695	1	C00448	
R03133	1	C00371	
R03133	1	C00979	
R01216	1	C00966	
R03253	1	C00007	
R03253	1	C01111	
R03824	1	C05435	
R08777	2	C02412	
R08777	1	C17541	
R01451	1	C00187	
R01451	1	C00003	
R09553	1	C00132	
R09553	1	C19680	
R00682	1	C00001	
R00682	1	C00977	
R07973	1	C07130	
R07973	1	C00080	
R07973	1	C00007	
R07973	1	C00004	
R12487	1	C16257	
R01513	1	C00197	
R01513	1	C00003	
R10673	1	C20644	
R01972	1	C00331	
R01972	1	C00019	
R02640	1	C00800	
R02640	1	C00003	
R05621	1	C00180	
R05621	1	C00080	
R05621	1	C00007	
R05621	1	C00004	
R09082	1	C18174	
R08004	1	C16416	
R08004	1	C00019	
R11925	1	C21447	
R11925	1	C00229	
R04784	1	C00001	
R04784	1	C04575	
R09352	1	C11923	
R09352	1	C18710	
R09982	1	C20249	
R10232	1	C00001	
R10232	1	C17325	
R11664	1	C02679	
R11664	1	C00083	
R11664	1	C00037	
R05274	1	C06672	
R05274	1	C00080	
R05274	1	C00007	
R05274	1	C00004	
R02289	1	C00440	
R02289	1	C06021	
R02289	1	C00080	
R09646	1	C00001	
R09646	1	C18049	
R06366	1	C00001	
R06366	1	C02576	
R06366	1	C00003	
R08881	1	C21613	
R11472	1	C06017	
R11472	1	C00003	
R05954	1	G10616	
R05954	1	G00120	
R09763	1	C06025	
R09763	1	C04121	
R10515	1	C00280	
R10515	3	C00007	
R10515	3	C03024	
R05153	1	C06328	
R05153	1	C00007	
R00940	1	C00101	
R00940	2	C00006	
R12312	1	C00002	
R12312	1	C22074	
R12312	1	C00026	
R09648	1	C00001	
R09648	1	C19779	
R05682	1	C00006	
R05682	1	C07326	
R01577	1	C00216	
R07302	1	C00002	
R07302	1	C06507	
R07302	1	C03194	
R05123	1	C06160	
R05123	1	C00019	
R11913	1	C00001	
R11913	1	C21766	
R11913	1	C00028	
R07218	1	C00187	
R07218	1	C00030	
R07218	1	C00007	
R11708	1	C00024	
R11708	1	C00001	
R11708	1	C02798	
R01307	1	C00001	
R01307	1	C02370	
R01093	1	C00080	
R01093	1	C00004	
R01093	1	C00124	
R08190	1	C16180	
R08190	1	C00001	
R05850	1	C01101	
R08414	1	C00450	
R04374	1	C05147	
R12266	1	C00007	
R12266	1	C19678	
R12266	1	C03024	
R04772	1	C00019	
R04772	1	C05335	
R06575	1	C12206	
R06575	1	C00019	
R09353	1	C12388	
R09353	1	C00080	
R09353	1	C00007	
R09353	1	C00005	
R05440	1	C07111	
R05440	1	C00080	
R05440	1	C00007	
R05440	1	C00004	
R04773	1	C00002	
R04773	1	C01647	
R04773	1	C05335	
R08177	1	C00001	
R08177	1	C02050	
R10936	2	C00001	
R10936	1	C20955	
R06421	1	C00001	
R06421	1	C00341	
R01484	1	C00001	
R01484	1	C03387	
R01778	1	C00640	
R01778	1	C00003	
R07964	1	C07480	
R07964	1	C00080	
R07964	1	C00007	
R07964	1	C00005	
R00057	2	C01525	
R00057	1	C00007	
R09573	1	C19708	
R09573	2	C00007	
R09573	2	C03024	
R03956	1	C00051	
R03956	1	C02471	
R10987	1	C02591	
R10987	1	C00009	
R09776	1	C00002	
R09776	1	C19886	
R09176	1	C18264	
R09432	1	C19580	
R05838	1	C11638	
R05838	1	C11437	
R10646	1	C17023	
R10646	1	C00019	
R10646	1	C04432	
R08743	1	C00013	
R08743	1	C00020	
R08743	1	C05337	
R00798	1	C00001	
R00798	1	C00088	
R00798	1	C00028	
R05805	1	C00085	
R05805	1	C00008	
R08713	1	C00040	
R08713	1	C02066	
R00140	1	C00008	
R00140	1	C11038	
R04369	1	C00002	
R04369	1	C00133	
R04369	1	C03999	
R06840	1	C03572	
R08894	1	C00043	
R08894	1	C02627	
R09736	1	C19847	
R09736	1	C00019	
R04998	1	C00001	
R04998	1	C05839	
R09068	1	C00001	
R09068	1	C05307	
R11935	1	C00019	
R11935	1	C21778	
R07094	1	C00051	
R07094	1	C14865	
R09228	1	C18314	
R09228	1	C00003	
R05291	1	C00080	
R05291	1	C00007	
R05291	1	C00005	
R05291	1	C01454	
R08585	1	C05306	
R03632	1	C00002	
R03632	1	C01609	
R00618	1	C03028	
R00618	1	C00001	
R06839	1	C05618	
R06839	1	C00007	
R02160	1	C01617	
R02160	1	C00007	
R02160	1	C00026	
R10610	1	C01005	
R10610	1	C15814	
R11738	1	C00007	
R11738	1	C03024	
R11738	1	C19714	
R08058	1	C00067	
R08058	1	C01217	
R00401	1	C00041	
R01057	1	C00620	
R04842	1	C05478	
R04842	1	C00003	
R10590	1	C01944	
R10590	1	C21487	
R08011	1	C08576	
R02155	1	C00019	
R02155	1	C00388	
R07103	1	C14867	
R07559	1	C08591	
R07559	1	C00080	
R07559	1	C00007	
R07559	2	C00138	
R01607	1	C00222	
R01607	1	C00001	
R01607	1	C00006	
R03004	1	C00001	
R03004	1	C00857	
R10989	1	C00029	
R10989	1	C19868	
R01748	1	C00001	
R01748	1	C00631	
R03605	1	C02325	
R03605	1	C00029	
R09194	1	C18298	
R09194	1	C00080	
R09194	1	C00005	
R12501	1	C00954	
R12501	1	C00007	
R12501	1	C00026	
R02716	1	C00029	
R02716	1	C00653	
R12513	1	C00001	
R12513	1	C22224	
R04003	1	C02635	
R04003	1	C02086	
R05210	1	C06161	
R05210	1	C05243	
R05210	1	C00007	
R05210	1	C03024	
R12106	1	C21906	
R12106	1	C00003	
R03164	1	C01020	
R03164	1	C00138	
R03884	1	C00024	
R03884	1	C02214	
R08055	1	C04713	
R08055	1	C00007	
R08055	1	C03024	
R08137	1	C16509	
R00248	1	C00001	
R00248	1	C00006	
R00248	1	C00025	
R02940	1	C00001	
R02940	1	C05985	
R02940	1	C00003	
R10821	1	C00002	
R10821	1	C00099	
R10821	1	C00522	
R03005	1	C00002	
R03005	1	C01185	
R00359	1	C00001	
R00359	1	C00007	
R00359	1	C00402	
R04648	1	C04911	
R04648	1	C00128	
R09124	1	C00565	
R09124	1	C03576	
R00669	1	C00001	
R00669	1	C00437	
R08481	1	C00398	
R04662	1	C00043	
R04662	1	C04880	
R04951	1	C00001	
R04951	1	C05729	
R11498	1	C17697	
R12544	1	C01847	
R12544	1	C00106	
R12544	1	C00007	
R12544	1	C00004	
R04424	1	C02225	
R11102	1	C00156	
R11102	1	C00119	
R06118	1	G10523	
R06118	1	C00001	
R10992	1	C00041	
R10992	1	C00109	
R07212	1	C00272	
R07212	1	C00082	
R07212	1	C00007	
R03584	1	C01506	
R03584	1	C00003	
R03964	1	C00080	
R03964	1	C00007	
R03964	1	C00004	
R03964	1	C02499	
R01773	1	C00263	
R01773	1	C00003	
R09585	1	C19717	
R05767	1	C00009	
R05767	1	C00689	
R01593	1	C00219	
R01593	1	C00007	
R00706	1	C00222	
R00706	1	C00010	
R00706	1	C00006	
R00361	1	C15602	
R00361	1	C00149	
R06762	1	C12456	
R10848	1	C00800	
R10848	1	C00003	
R09689	1	C01054	
R03885	1	C00001	
R03885	1	C02494	
R01899	1	C00006	
R01899	1	C00311	
R10602	2	C01080	
R10602	1	C00007	
R10687	1	C00001	
R10687	1	C12270	
R10686	1	C00018	
R10686	1	C00135	
R01737	1	C00002	
R01737	1	C00257	
R09572	1	C00007	
R09572	1	C00148	
R09572	1	C00026	
R11196	1	C21167	
R05960	1	G00092	
R05960	1	G10609	
R09066	1	C16540	
R04691	1	C05175	
R04691	1	C00019	
R10560	1	C20695	
R10560	1	C00007	
R11647	1	C21534	
R11647	1	C00007	
R11647	1	C03024	
R01030	1	C00001	
R01030	1	C00670	
R07282	1	C00046	
R07282	1	C00009	
R03512	1	C01119	
R03512	1	C02785	
R07808	1	G13073	
R07808	1	C00001	
R07655	1	C16146	
R02788	1	C00002	
R02788	1	C00692	
R02788	1	C00680	
R09433	1	C19566	
R12179	1	C02094	
R12132	1	C21922	
R09756	1	C20504	
R09756	1	C00006	
R02882	1	C00758	
R02882	1	C00019	
R11710	1	C00001	
R11710	1	C18161	
R11710	2	C00019	
R11566	1	C21471	
R06522	1	C00001	
R06522	1	C02960	
R06627	1	C12318	
R06627	1	C00019	
R07982	2	C00001	
R07982	1	C16362	
R02521	1	C00007	
R02521	1	C01179	
R04715	1	C06350	
R04715	1	C00019	
R02359	1	C00001	
R02359	1	C01537	
R02752	1	C00818	
R06611	1	C05903	
R06611	1	C00029	
R11085	1	C00002	
R11085	1	C00151	
R11085	1	C00062	
R08765	1	C17509	
R09584	1	C19716	
R09584	1	C00007	
R09584	1	C03024	
R09624	1	C00448	
R07511	2	C15602	
R07511	1	C15857	
R07508	1	C14152	
R07458	1	C15801	
R07458	2	C00007	
R07458	2	C03024	
R09699	1	C14827	
R09562	1	C00001	
R09562	1	C19691	
R09562	1	C00007	
R00588	1	C00065	
R00588	1	C00048	
R10136	1	C00101	
R10136	1	C06672	
R03725	1	C01802	
R03725	1	C00019	
R12156	1	C01825	
R12156	1	C00006	
R08143	1	C02633	
R11098	1	C00001	
R11098	1	C20905	
R00387	1	C00040	
R00387	1	C00006	
R01571	1	C00020	
R01571	1	C00214	
R05188	1	C00024	
R05188	n	C00083	
R05188	2n	C00080	
R05188	2n	C00005	
R03494	1	C00002	
R03494	1	C00288	
R03494	1	C01920	
R01052	1	C00008	
R01052	1	C00117	
R10393	1	C00001	
R10393	1	C20581	
R09859	2	C00080	
R09859	1	C00007	
R09859	2	C00138	
R09859	1	C00599	
R06515	1	C00002	
R06515	1	C00010	
R06515	1	C11405	
R12409	1	C04075	
R12038	1	G10614	
R12038	1	C01194	
R00535	1	C00053	
R00535	1	C00951	
R02508	1	C00042	
R02508	1	C00542	
R05437	2	C07727	
R05437	2	C00080	
R05437	1	C00007	
R05437	2	C00004	
R05552	1	C00251	
R05552	1	C00014	
R06909	1	C00080	
R06909	1	C14082	
R06909	1	C00007	
R06909	1	C00004	
R09837	1	C20062	
R04885	1	C00011	
R04885	1	C05578	
R12159	1	C01944	
R12159	1	C21968	
R07058	1	C14762	
R07058	1	C00003	
R03052	1	C00900	
R00135	1	C00012	
R00135	1	C00001	
R10137	1	C00043	
R10137	1	C02970	
R04878	1	C05570	
R04320	1	C00001	
R04320	1	C00470	
R08542	1	C00448	
R11329	1	C21284	
R11329	2	C00080	
R03202	1	C00001	
R03202	1	C00007	
R03202	1	C01056	
R09458	1	C19617	
R06886	1	C00007	
R06886	1	C13632	
R11466	1	C21351	
R01381	1	C00075	
R01381	1	C05385	
R07040	1	C05965	
R06356	1	C11884	
R01538	1	C00257	
R11978	1	C20146	
R11978	1	C00007	
R11978	1	C03024	
R00271	1	C00024	
R00271	1	C00001	
R00271	1	C00026	
R03062	1	C00001	
R03062	1	C00916	
R10347	1	C00001	
R10347	1	C20560	
R10565	1	C15930	
R10565	1	C00003	
R06080	1	G01318	
R06080	1	C00001	
R12261	1	C00448	
R05948	1	G10609	
R05948	1	G00114	
R07904	1	C16315	
R01608	1	C01013	
R01608	1	C00003	
R10704	1	C00207	
R10704	1	C00080	
R10704	1	C00007	
R10704	1	C00005	
R06215	1	G10616	
R06215	1	G00050	
R11832	1	C00353	
R11832	1	C00001	
R07089	1	C00080	
R07089	1	C00007	
R07089	1	C00005	
R07089	1	C14039	
R03528	1	C00001	
R03528	1	C02882	
R07996	1	C09762	
R07996	1	C00007	
R07996	1	C00026	
R04853	1	C00007	
R04853	1	C05500	
R04853	1	C03024	
R09436	1	C00001	
R09436	1	C19581	
R05900	1	C11673	
R08199	1	C00235	
R02367	1	C00154	
R02367	1	C00473	
R03289	1	C00053	
R03289	1	C01155	
R11051	1	C06620	
R11051	1	C00080	
R11051	1	C00005	
R00997	1	C00001	
R00997	1	C01234	
R03197	1	C01051	
R09259	1	C12348	
R10775	1	C00001	
R10775	1	C20845	
R02592	1	C10905	
R02592	1	C05680	
R11177	1	C00001	
R11177	1	C16150	
R11177	1	C00007	
R00579	1	C00064	
R11414	1	C00708	
R11414	1	C21344	
R06448	5	C02557	
R06448	2	C00083	
R06448	7	C00080	
R06448	1	C18026	
R06448	7	C00005	
R01092	1	C00002	
R01092	1	C00984	
R04221	1	C03440	
R04221	1	C00007	
R03587	1	C01514	
R03587	1	C00019	
R09204	1	C00080	
R09204	1	C00007	
R09204	1	C00004	
R09204	1	C07535	
R12138	1	C11809	
R12138	1	C00019	
R09093	1	C00101	
R09093	1	C00067	
R05696	1	C00007	
R05696	1	C00212	
R10867	1	C04865	
R10867	1	C00001	
R06676	1	C12415	
R12450	1	C22158	
R12450	1	C16238	
R00435	1	C00002	
R00435	1	C00046	
R08068	1	C04083	
R08068	1	C00007	
R08068	1	C03024	
R10389	1	C00001	
R10389	1	C06058	
R10389	1	C00007	
R04206	1	C03356	
R00074	4	C01987	
R00074	3	C00007	
R09414	1	C19591	
R10753	1	C20818	
R11308	1	C01898	
R00038	2	C00479	
R01416	1	C00001	
R01416	1	C00179	
R05640	1	C01724	
R05640	3	C00007	
R05640	3	C03024	
R06993	1	C12247	
R01978	1	C00010	
R01978	1	C00356	
R00970	1	C00299	
R00970	1	C00081	
R01599	1	C00030	
R01599	1	C00219	
R01599	2	C00007	
R03182	1	C00002	
R03182	1	C01037	
R03182	1	C00011	
R12420	1	C00007	
R12420	1	C22147	
R02081	1	C00010	
R02081	1	C00418	
R02081	2	C00003	
R04856	1	C00001	
R04856	1	C06125	
R04428	1	C04618	
R11741	1	C00032	
R11741	3	C00030	
R11741	3	C00007	
R12145	1	C00590	
R09274	1	C18345	
R08539	2	C00996	
R08539	1	C00005	
R10099	1	C00024	
R10099	1	C04630	
R07888	1	C16327	
R07888	1	C00016	
R10825	1	C00083	
R10825	1	C20876	
R01401	1	C00001	
R01401	1	C00170	
R01433	1	C00181	
R01433	1	C02352	
R03395	1	C00002	
R03395	1	C01221	
R00791	1	C00001	
R00791	1	C00088	
R00791	2	C00139	
R11298	1	C21268	
R11298	1	C00025	
R01882	1	C00001	
R01882	1	C02305	
R07326	1	C00069	
R07326	1	C00003	
R06192	1	G00072	
R06192	1	G10609	
R08019	1	C16392	
R08019	1	C00080	
R08019	1	C00005	
R10911	1	C15602	
R10911	1	C00001	
R10911	1	C00071	
R01061	1	C00009	
R01061	1	C00118	
R01061	1	C00003	
R11915	1	C00638	
R11915	1	C00205	
R02693	1	C00370	
R02693	1	C00641	
R08224	1	C00001	
R08224	1	C16638	
R08224	1	C05172	
R03699	1	C00013	
R03699	1	C15586	
R04984	1	C00030	
R04984	1	C05804	
R04984	1	C00007	
R12350	1	G10617	
R12350	1	G00146	
R11335	2	C00390	
R11335	n	C00080	
R11335	1	C00007	
R02659	1	C06473	
R01417	1	C00002	
R01417	1	C00179	
R04335	1	C03868	
R04335	1	C00935	
R10436	1	C00052	
R10436	1	C20621	
R07169	1	C11818	
R07169	2	C00006	
R10952	1	C00001	
R10952	1	C01277	
R08267	1	C00080	
R08267	1	C00007	
R08267	1	C07108	
R08267	1	C00005	
R01936	1	C05533	
R02338	1	C00463	
R02338	1	C00007	
R03177	1	C00001	
R03177	1	C02647	
R03177	1	C00003	
R05402	2	C00051	
R05402	1	C03434	
R04258	1	C00007	
R04258	1	C02375	
R08902	1	C00007	
R08902	1	C17588	
R08824	1	C00167	
R08824	1	C08540	
R01296	1	C00156	
R01296	1	C00080	
R01296	1	C00007	
R01296	1	C00004	
R05030	1	C00002	
R05030	1	C05893	
R05030	1	C00014	
R04709	1	C05195	
R04709	3	C00083	
R04872	1	C00007	
R04872	1	C05556	
R09719	1	C16144	
R09719	1	C00016	
R00610	1	C00001	
R00610	1	C00007	
R00610	1	C00213	
R00918	1	C00100	
R00918	6	C00683	
R00918	6	C00080	
R00918	6	C00005	
R10891	1	C00001	
R10891	1	C20917	
R10918	1	C20943	
R10918	1	C00003	
R11278	1	C12211	
R11278	1	C21259	
R11164	1	C21150	
R11164	1	C01847	
R11164	1	C00007	
R11164	1	C00004	
R11178	1	C00001	
R11178	1	C20361	
R06027	1	G10615	
R06027	1	G00051	
R11244	1	C21204	
R11997	1	C04150	
R11997	1	G13104	
R00447	1	C00001	
R00447	1	C00007	
R00447	1	C00047	
R08350	1	C00001	
R08350	1	C02090	
R04477	1	C06240	
R04477	1	C01289	
R00806	1	C00095	
R00806	1	C00029	
R04518	1	C00006	
R04518	1	C04742	
R01348	1	C00162	
R01348	1	C00007	
R01348	1	C03024	
R02492	1	C00080	
R02492	2	C00533	
R02492	1	C00004	
R06670	1	C18680	
R07611	1	G10611	
R07611	1	G05309	
R02838	1	C05497	
R02838	1	C00007	
R02838	1	C03024	
R05676	1	C07031	
R05676	1	C00019	
R06211	1	C00001	
R06211	1	G10508	
R11627	2	C00002	
R11627	2	C00001	
R11627	2	C00064	
R11627	1	C21510	
R01321	1	C00307	
R01321	1	C00641	
R06784	1	C11588	
R06784	1	C00003	
R08910	1	C18005	
R12376	1	C22120	
R12376	1	C00003	
R07649	1	C00448	
R05226	1	C06507	
R05226	1	C03194	
R09928	1	C00006	
R09928	1	C17621	
R01318	1	C00040	
R01318	1	C04230	
R10248	1	C00080	
R10248	1	C00005	
R10248	1	C20225	
R06604	1	C12248	
R11621	1	C21502	
R11621	n	C00789	
R09785	1	C00062	
R09785	1	C00007	
R09785	1	C00026	
R06206	1	C00001	
R06206	1	G10499	(n+m)
R11758	1	C21405	
R00131	1	C00001	
R00131	1	C00086	
R01049	1	C00002	
R01049	1	C00117	
R08252	1	C07446	
R08252	1	C00037	
R04160	1	C03198	
R04160	1	C00028	
R07707	1	C11429	
R04249	1	C03557	
R06039	1	G10615	
R06039	1	G00069	
R03059	1	C00909	
R03059	1	C00051	
R04537	1	C04620	
R09454	1	C08281	
R09454	1	C00080	
R09454	1	C00007	
R09454	1	C00005	
R07035	1	C05966	
R07035	2	C00051	
R08148	1	C16503	
R08148	1	C00007	
R08148	1	C03024	
R01083	1	C03794	
R06619	1	C11864	
R02920	1	C00019	
R02920	1	C00788	
R04504	2	C00002	
R04504	1	C04549	
R08744	1	C05337	
R08744	1	C00037	
R00434	1	C00044	
R08182	1	C00001	
R08182	1	C03595	
R00987	1	C00001	
R00987	1	C00328	
R00769	1	C00075	
R00769	1	C00085	
R10683	1	C15801	
R10683	3	C00007	
R10683	3	C03024	
R07031	1	C00001	
R07031	1	C14815	
R03991	1	C00024	
R03991	1	C02593	
R06156	1	G10615	
R06156	1	G00037	
R02157	1	C00019	
R02157	1	C00389	
R03194	1	C01051	
R03194	2	C00019	
R04862	1	C05662	
R04862	1	C00003	
R01073	1	C00013	
R01073	1	C04302	
R07494	1	C15808	
R07494	1	C00006	
R05058	1	C05957	
R05419	1	C00007	
R05419	1	C00026	
R05419	1	C03664	
R07631	1	C00001	
R07631	1	C00341	
R09494	1	C15602	
R09494	1	C00058	
R10520	1	C00092	
R10520	1	C00003	
R06590	1	C00117	
R06590	1	C12214	
R09054	1	C00001	
R09054	1	C18152	
R00442	1	C00046	
R00442	1	C00063	
R01496	1	C00040	
R01496	1	C00319	
R01427	1	C00180	
R08432	1	C00729	
R08432	1	C16257	
R09218	1	C18251	
R01676	1	C00001	
R01676	1	C00242	
R07127	1	C00002	
R07127	1	C00618	
R01190	1	C00019	
R01190	1	C00137	
R06879	1	C13623	
R03896	1	C02612	
R06808	1	C00052	
R06808	1	C05903	
R00360	1	C00007	
R00360	1	C00149	
R01931	1	C00320	
R01931	1	C00177	
R04306	1	C04353	
R07846	1	C05432	
R02429	1	C00502	
R06463	2	C00080	
R06463	1	C00007	
R06463	2	C00138	
R06463	1	C11994	
R06691	1	C12428	
R06691	1	C00080	
R06691	1	C00007	
R06691	1	C00005	
R03711	1	C01775	
R03711	1	C00001	
R08630	1	C00151	
R08630	1	C17220	
R08669	1	C00053	
R08669	1	C17244	
R00048	1	C04546	
R00048	1	C00001	
R10239	1	C05749	
R10239	7	C00083	
R01547	1	C00002	
R01547	1	C00360	
R11736	1	C00051	
R11736	1	C17204	
R06819	1	C08620	
R06819	1	C00029	
R03189	1	C03479	
R03189	1	C00025	
R03977	1	C00001	
R03977	1	C05465	
R11484	1	C00001	
R11484	1	C18161	
R11484	1	C00019	
R07690	1	C16214	
R06046	1	C04150	
R06046	1	C04276	
R10455	1	C20663	
R10455	1	C00019	
R07429	1	C00080	
R07429	1	C15785	
R07429	1	C00005	
R08867	1	C00063	
R08867	1	C06456	
R09848	1	C03461	
R03806	1	C06095	
R03806	1	C00007	
R03806	1	C00026	
R00295	2	C00001	
R00295	1	C01328	
R00295	1	C00028	
R00295	1	C01861	
R10195	1	C20432	
R10195	1	C00019	
R00599	1	C00019	
R00599	1	C17324	
R09189	1	C18295	
R09189	1	C00019	
R08917	1	C18016	
R08917	1	C00006	
R08600	1	C00001	
R08600	1	C04015	
R06229	1	G00293	
R06229	1	C04261	
R09860	2	C00080	
R09860	1	C20144	
R09860	1	C00007	
R09860	2	C00138	
R12380	8	C00683	
R12380	16	C00080	
R12380	1	C22124	
R12380	16	C00005	
R08774	1	C17560	
R08774	1	C00019	
R00915	1	C00099	
R06880	2	C13624	
R00854	1	C00052	
R00854	1	C00093	
R07332	1	C00029	
R07332	1	C00799	
R02119	1	C00371	
R02119	1	C00190	
R03365	1	C01197	
R03365	1	C00007	
R06021	1	G10609	
R06021	1	G00077	
R05583	1	C00028	
R05583	1	C09824	
R06472	1	C11970	
R06472	1	C00080	
R06472	1	C00005	
R05191	n	C00617	
R09978	1	C00002	
R09978	1	C20248	
R09978	1	C00014	
R07400	1	C00001	
R07400	1	C00916	
R07400	1	C00007	
R11186	1	C06026	
R11186	1	C04574	
R05357	1	C00001	
R05357	1	C06657	
R10634	1	C00001	
R10634	1	C20743	
R10634	1	C00003	
R01004	1	C00001	
R01004	1	C00621	
R06645	9	C00083	
R06645	1	C00229	
R06645	1	C00136	
R06000	1	G10616	
R06000	1	G00111	
R06140	1	C00001	
R06140	1	G00024	
R04701	1	C05190	
R11462	1	C03264	
R11462	1	C21400	
R04918	1	C00011	
R04918	1	C05654	
R07521	1	C00019	
R07521	1	C15874	
R05473	1	C06641	
R06391	1	C00001	
R06391	1	C11403	
R03201	1	C01054	
R06073	1	C00085	
R06073	1	G10608	
R07095	1	C00001	
R07095	1	C14858	
R11644	1	C21529	
R11644	2	C00999	
R11644	2	C00080	
R11644	1	C00007	
R06072	1	G10506	(n)
R06072	1	G11110	
R08960	1	C18041	
R08960	1	C00080	
R08960	1	C00005	
R06892	1	C10700	
R06892	1	C00080	
R06892	1	C00007	
R06892	1	C00005	
R07453	1	C00007	
R07453	1	C00005	
R07453	1	C15786	
R10024	1	C20307	
R10024	1	C00007	
R10024	1	C03024	
R09266	1	C18331	
R10661	2	C00002	
R10661	1	C00078	
R10661	1	C00148	
