stepId;ReactionNumberId;koNumberIds;ecNumberIds;stochCoeff;compoundId;typeOfCompound;reversibility;taxonomy;reactionX;reactionY;CompoundX;CompoundY;reactionAbbr;compoundAbbr;keyComp
12;non-reducing end alpha-L-arabinofuranosidase	 arabinosidase (ambiguous)	 alpha-arabinosidase	 alpha-L-arabinosidase	 alpha-arabinofuranosidase	 polysaccharide alpha-L-arabinofuranosidase	 alpha-L-arabinofuranoside hydrolase	 L-arabinosidase (ambiguous)	 alpha-L-arabinanase U00012;;3.2.1.55;;;;irreversible;;0;600;;;non-reducing end alpha-L-arabinofuranosidase;;true
13;glucosylceramidase	 psychosine hydrolase	 glucosphingosine glucosylhydrolase	 GlcCer-beta-glucosidase	 beta-D-glucocerebrosidase	 glucosylcerebrosidase	 beta-glucosylceramidase	 ceramide glucosidase	 glucocerebrosidase	 glucosylsphingosine beta-glucosidase	 glucosylsphingosine beta-D-glucosidase U00013;;3.2.1.45;;;;irreversible;;0;650;;;glucosylceramidase;;true
14;mannan endo-1,4-beta-mannosidase	 endo-1,4-beta-mannanase	 endo-beta-1,4-mannase	 beta-mannanase B	 beta-1,4-mannan 4-mannanohydrolase	 endo-beta-mannanase	 beta-D-mannanase	 1,4-beta-D-mannan mannanohydrolase U00014;;3.2.1.78;;;;irreversible;;0;700;;;mannan endo-1,4-beta-mannosidase;;true
15;galactosylceramidase	 cerebroside galactosidase	 galactocerebroside.beta-galactosidase	 galactosylcerebrosidase	 galactocerebrosidase	 ceramide galactosidase	 galactocerebroside galactosidase	 galactosylceramide.beta-galactosidase	 cerebroside beta-galactosidase	 galactosylceramidase I	 beta-galactosylceramidase	 galactocerebroside-beta-D-galactosidase	 lactosylceramidase I	 beta-galactocerebrosidase	 lactosylceramidase U00015;;3.2.1.46;;;;irreversible;;0;750;;;galactosylceramidase;;true
16;beta-mannosidase	 mannanase	 mannase	 beta-D-mannosidase	 beta-mannoside mannohydrolase	 exo-beta-D-mannanase U00016;;3.2.1.25;;;;irreversible;;0;800;;;beta-mannosidase;;true
17;glucan 1,3-beta-glucosidase	 exo-1,3-beta-glucosidase	 beta-1,3-glucan exo-hydrolase	 exo (1->3)-glucanohydrolase	 1,3-beta-glucan glucohydrolase U00017;;3.2.1.58;;;;irreversible;;0;850;;;glucan 1,3-beta-glucosidase;;true
18;licheninase	 lichenase	 beta-(1->4)-D-glucan 4-glucanohydrolase	 1,3	1,4-beta-glucan endohydrolase	 1,3	1,4-beta-glucan 4-glucanohydrolase	 1,3-1,4-beta-D-glucan 4-glucanohydrolase U00018;;3.2.1.73;;;;irreversible;;0;900;;;licheninase;;true
19;glucan 1,4-beta-glucosidase	 exo-1,4-beta-glucosidase	 exocellulase	 exo-beta-1,4-glucosidase	 exo-beta-1,4-glucanase	 beta-1,4-beta-glucanase	 beta-glucosidase	 exo-1,4-beta-glucanase	 1,4-beta-D-glucan glucohydrolase U00019;;3.2.1.74;;;;irreversible;;0;950;;;glucan 1,4-beta-glucosidase;;true
20;beta-N-acetylhexosaminidase	 hexosaminidase	 beta-acetylaminodeoxyhexosidase	 N-acetyl-beta-D-hexosaminidase	 N-acetyl-beta-hexosaminidase	 beta-hexosaminidase	 beta-acetylhexosaminidinase	 beta-D-N-acetylhexosaminidase	 beta-N-acetyl-D-hexosaminidase	 beta-N-acetylglucosaminidase	 hexosaminidase A	 N-acetylhexosaminidase	 beta-D-hexosaminidase U00020;;3.2.1.52;;;;irreversible;;0;1000;;;beta-N-acetylhexosaminidase;;true
21;glucan endo-1,6-beta-glucosidase	 endo-1,6-beta-glucanase	 beta-1->6)-beta-D-glucanase	 beta-1,6-glucanase-pustulanase	 beta-1,6-glucan hydrolase	 beta-1,6-glucan 6-glucanohydrolase	 1,6-beta-D-glucan glucanohydrolase U00021;;3.2.1.75;;;;irreversible;;0;1050;;;glucan endo-1,6-beta-glucosidase;;true
22;beta-glucosidase	 gentiobiase	 cellobiase	 emulsin	 elaterase	 aryl-beta-glucosidase	 beta-D-glucosidase	 beta-glucoside glucohydrolase	 arbutinase	 amygdalinase	 p-nitrophenyl beta-glucosidase	 primeverosidase	 amygdalase	 linamarase	 salicilinase	 beta-1,6-glucosidase U00022;;3.2.1.21;;;;irreversible;;0;1100;;;beta-glucosidase;;true
23;2.4.1.- U00023;;2.4.1.-;;;;irreversible;;0;1150;;;2.4.1.-;;true
